JH,SJ,YZB,LY,DYM,CC1,CC2,YCYE,CCCD,RCY,YCY
北2-丁1-438,201609,6925728,2.83,578.22,3,6,810,40.1205,27.32,4.79
北2-丁1-438,201610,6925728,2.03,745.61,3,6,741,40.1553,23.97,4.14
北2-丁1-438,201611,6925728,2.15,713.31,3,6,718,40.1899,23.99,4.11
北2-丁1-438,201612,6925728,1.86,789.96,3,6,784,40.2281,25.34,4.2
北2-丁1-438,201701,6925728,2.35,729.66,3,6,942,40.2624,30.49,4.79
北2-丁1-438,201702,6925728,2.42,715.12,3,6,1026,40.2926,36.76,5.52
北2-丁1-438,201703,6925728,2.15,776.46,3,6,1169,40.3276,37.8,5.63
北2-丁1-438,201704,6925728,2.23,755.45,3,6,1135,40.3622,37.96,5.52
北2-丁1-438,201705,6925728,2.63,669.95,3,6,992,40.3981,32.12,4.47
北2-丁1-438,201706,6925728,2.54,685.31,3,6,993,40.4324,33.17,4.44
北2-丁1-438,201707,6925728,2.23,751.09,3,6,1016,40.4676,33.18,4.11
北2-丁1-438,201708,6925728,2.61,671.16,3,6,971,40.5033,31.62,4.04
北2-丁1-438,201709,6925728,2.2,757.87,3,6,914,40.5377,31.64,4.02
北2-丁1-438,201710,6925728,2.44,711.73,3,6,861,40.5751,28.44,3.63
北2-丁1-438,201711,6925728,2.43,701.39,3,6,905,40.6101,30.47,3.94
北2-丁1-438,201712,6925728,2.64,660.07,3,6,1124,40.6487,36.3,4.43
北2-丁1-438,201801,6925728,2.5,681.93,3,6,1122,40.6842,36.23,3.87
北2-丁1-440,199412,6925631,4.5,458,3,5,2017.6,23.9029,65.08,25.2
北2-丁1-440,199501,6925631,4.3,459,3,5,2013.2,24.0206,64.94,24.97
北2-丁1-440,199502,6925631,4.4,465,3,5,1679,24.1289,59.96,22.18
北2-丁1-440,199503,6925631,3.4,607,3,5,1857.9,24.2465,59.93,22.09
北2-丁1-440,199504,6925631,3.8,555,3,5,1671.2,24.3586,55.71,17.63
北2-丁1-440,199505,6925631,3.5,575,3,5,1680.5,24.4744,54.21,15.56
北2-丁1-440,199506,6925631,3.7,545,3,5,1577,24.5871,52.57,13.56
北2-丁1-440,199507,6925631,4.7,391,3,5,1563.3,24.7014,50.43,11.39
北2-丁1-440,199508,6925631,2.2,768,3,5,1552,24.8121,50.06,13.59
北2-丁1-440,199509,6925631,2.7,750,3,5,1504,24.9211,50.13,11.88
北2-丁1-440,199510,6925631,2.6,729,3,5,1532.3,25.0356,49.43,10.22
北2-丁1-440,199511,6925631,6.1,158,3,5,1531.8,25.1557,51.06,12.04
北2-丁1-440,199512,6925631,6.3,139,3,5,1385.2,25.2708,44.68,10.99
北2-丁1-440,199601,6925631,6.6,200,3,5,1319.2,25.3848,42.55,10.78
北2-丁1-440,199602,6925631,6.1,320,3,5,1165.4,25.4963,40.19,10
北2-丁1-440,199603,6925631,4.9,469,3,5,1438.1,25.6109,46.39,10.98
北2-丁1-440,199604,6925631,3.9,567,3,5,1812.7,25.7266,60.42,12.8
北2-丁1-440,199605,6925631,4,395,3,5,1855,25.8422,59.84,8.52
北2-丁1-440,199606,6925631,4,395,3,5,1804.8,25.955,60.16,10.09
北2-丁1-440,199607,6925631,3,572,3,5,1858.3,26.068,59.95,10.03
北2-丁1-440,199608,6925631,5.3,273,3,5,1951.5,26.1806,62.95,8.15
北2-丁1-440,201301,6925631,1.58,760.89,3,6,929.12,38.2071,31.02,5.92
北2-丁1-440,201302,6925631,1.67,731.69,3,6,888.92,38.2456,31.76,6.13
北2-丁1-440,201303,6925631,1.53,776.44,3,6,1056.92,38.2877,34.13,5.99
北2-丁1-440,201304,6925631,1.71,720.6,3,6,910.54,38.3296,30.53,5.37
北2-丁1-440,201305,6925631,1.59,758.51,3,6,1072.99,38.3746,34.67,5.83
北2-丁1-440,201306,6925631,1.6,753.95,3,6,1019,38.4247,34.21,5.43
北2-丁1-440,201307,6925631,1.76,708.23,3,6,1121.07,38.4769,36.45,5.27
北2-丁1-440,201308,6925631,2.03,751.65,3,6,1073.87,38.5254,36.95,5.01
北2-丁1-440,201309,6925631,1.99,763.67,3,6,1067.46,38.5707,35.78,4.74
北2-丁1-440,201310,6925631,2.43,697.33,3,6,999,38.6167,34.94,4.9
北2-丁1-440,201311,6925631,2.42,708.01,3,6,1033,38.6624,34.44,4.7
北2-丁1-440,201312,6925631,2.23,761.98,3,6,1059,38.7074,34.21,4.75
北2-丁1-440,201401,6925631,2.34,737.03,3,6,1137,38.753,36.75,5.2
北2-丁1-440,201402,6925631,2.34,752.04,3,6,1208,38.7932,43.16,5.93
北2-丁1-440,201403,6925631,2.3,767.26,3,6,1351,38.8376,43.65,6.14
北2-丁1-440,201404,6925631,2.89,650.86,3,6,1132,38.883,37.82,4.91
北2-丁1-440,201405,6925631,2.52,668.57,3,6,818,38.9321,26.43,3.39
北2-丁1-440,201406,6925631,2.4,699.98,3,6,748,38.9805,24.97,2.94
北2-丁1-440,201407,6925631,2.92,607.64,3,6,740,39.03,24.12,2.93
北2-丁1-440,201408,6925631,2.17,761.16,3,6,672,39.0754,22.11,2.7
北2-丁1-440,201409,6925631,2.26,738.87,3,6,618,39.1165,20.84,2.7
北2-丁1-440,201410,6925631,2.22,754.08,3,6,732,39.1597,24.93,3.07
北2-丁1-440,201411,6925631,2.19,770.42,3,6,817,39.2036,27.4,3.25
北2-丁1-440,201412,6925631,2.15,789.57,3,6,1123,39.2474,36.45,4.71
北2-丁1-440,201501,6925631,7.38,789.57,3,6,190,39.2904,10.74,1.3
北2-丁1-445,199512,6925298,2.1,802,3,6,524.5,25.2708,16.92,6.36
北2-丁1-445,199601,6925298,2.3,769,3,6,529.4,25.3848,17.08,5.78
北2-丁1-445,199602,6925298,2.1,782,3,6,457.8,25.4963,15.79,5.37
北2-丁1-445,199603,6925298,2.4,826,3,6,480.3,25.6109,15.49,5.85
北2-丁1-445,199604,6925298,1.6,917,3,6,559.6,25.7266,18.65,6.51
北2-丁1-445,199605,6925298,1.1,916,3,6,532.1,25.8422,17.16,5.7
北2-丁1-445,199606,6925298,1.1,916,3,6,517,25.955,17.23,5.24
北2-丁1-445,199607,6925298,1.5,893,3,6,488,26.068,15.74,4.38
北2-丁1-445,199608,6925298,1.3,920,3,6,475.9,26.1806,15.35,3.91
北2-丁1-445,199609,6925298,2.2,817,3,6,350.8,26.2812,11.69,2.79
北2-丁1-445,199610,6925298,1.9,797,3,6,335.6,26.3863,11.19,3.05
北2-丁1-445,199611,6925298,1.8,873,3,6,396.4,26.4848,13.21,3.45
北2-丁1-445,199612,6925298,1.8,873,3,6,424.4,26.5843,13.69,3.52
北2-丁1-445,199701,6925298,1.8,911,3,6,347.7,26.6843,11.22,3.18
北2-丁1-445,199702,6925298,1.8,911,3,6,366.2,26.7739,13.08,3.8
北2-丁1-445,199703,6925298,1.8,911,3,6,625.2,26.8676,20.17,6.31
北2-丁1-445,199704,6925298,1.8,911,3,6,644.1,26.961,21.47,5.98
北2-丁1-445,199705,6925298,2.4,820,3,6,722.2,27.059,23.3,5.35
北2-丁1-445,199706,6925298,2.4,820,3,6,651.4,27.1478,21.71,4.98
北2-丁1-445,199707,6925298,1.4,855,3,6,598.6,27.2291,19.31,3.98
北2-丁1-445,199708,6925298,1.6,820,3,6,556.3,27.3101,17.95,3.59
北2-丁1-445,199709,6925298,1.7,910,3,6,546.5,27.39,18.22,4.46
北2-丁1-445,199710,6925298,1.7,910,3,6,596.7,27.4746,19.25,6.17
北2-丁1-445,199711,6925298,1.7,790,3,6,575.6,27.5586,19.19,4.88
北2-丁1-445,199712,6925298,1.5,874,3,6,565.4,27.6437,18.24,3.57
北2-丁1-445,199801,6925298,1.6,811,3,6,592.6,27.7282,19.12,2.85
北2-丁1-445,199802,6925298,1.6,801,3,6,545.5,27.7989,19.48,2.99
北2-丁1-445,199803,6925298,1.6,840,3,6,568.9,27.8766,18.35,3.16
北2-丁1-445,199804,6925298,1.4,919,3,6,550.9,27.9404,18.36,4.07
北2-丁1-445,199805,6925298,1.4,889,3,6,580.9,28.0171,18.74,3.22
北2-丁1-445,199806,6925298,1.4,889,3,6,622.9,28.0907,20.76,3.31
北2-丁1-445,199807,6925298,1.4,889,3,6,654.2,28.1679,21.1,3.78
北2-丁1-445,199808,6925298,1.4,889,3,6,630.4,28.2478,20.34,3.76
北2-丁1-445,199809,6925298,1.4,889,3,6,571.2,28.3283,19.04,3.34
北2-丁1-445,199810,6925298,1.4,889,3,6,607.7,28.4113,19.6,3.99
北2-丁1-445,199811,6925298,1.4,889,3,6,543,28.4923,18.1,3
北2-丁1-445,199812,6925298,1.4,889,3,6,449.2,28.58,14.49,2.68
北2-丁1-445,199901,6925298,1.4,889,3,6,450.4,28.6678,14.53,2.69
北2-丁1-445,199902,6925298,1.4,889,3,6,354.8,28.7464,12.67,2.59
北2-丁1-445,199903,6925298,1.4,889,3,6,592.2,28.8355,19.1,3.37
北2-丁1-445,199904,6925298,1.4,889,3,6,683.3,28.9214,22.78,4.52
北2-丁1-445,199905,6925298,1.4,889,3,6,727.8,29.0103,23.48,5.37
北2-丁1-445,199906,6925298,1.6,734,3,6,664.8,29.0904,22.16,4.25
北2-丁1-445,199907,6925298,1.6,734,3,6,793,29.1742,25.58,4.09
北2-丁1-445,199908,6925298,1.7,782,3,6,796.7,29.2605,25.7,3.86
北2-丁1-445,199909,6925298,1.4,883,3,6,795.5,29.345,26.52,3.68
北2-丁1-445,199910,6925298,1.4,883,3,6,812.9,29.432,26.22,4.14
北2-丁1-445,199911,6925298,1.4,883,3,6,684.7,29.5126,22.82,2.39
北2-丁1-445,200601,6925298,4.01,524.4,3,6,545,34.8169,17.58,3.26
北2-丁1-445,200602,6925298,4.19,498.4,3,6,453,34.8619,16.18,2.61
北2-丁1-445,200603,6925298,3.48,509.1,3,6,417,34.9127,13.45,1.71
北2-丁1-445,200604,6925298,3.28,538.5,3,6,442,34.9593,14.73,1.97
北2-丁1-445,200605,6925298,3.09,566.7,3,6,479,35.0054,15.45,1.81
北2-丁1-445,200606,6925298,3.29,532.5,3,6,426,35.0499,14.2,1.83
北2-丁1-445,200607,6925298,2.63,618.6,3,6,433,35.0916,13.97,2.13
北2-丁1-445,200608,6925298,3.51,485.8,3,6,402,35.1335,12.97,1.45
北2-丁1-445,200609,6925298,3.24,529.9,3,6,367,35.1753,12.23,1.63
北2-丁1-445,200610,6925298,3.09,549.8,3,6,524,35.2202,16.9,1.77
北2-丁1-445,200611,6925298,2.72,603.6,3,6,268,35.2638,10.31,0.88
北2-丁1-445,200612,6925298,7.18,603.6,3,6,303,35.3107,9.77,0.77
北2-丁1-445,200701,6925298,7.18,603.6,3,6,226,35.3587,7.29,0.61
北2-丁1-445,200702,6925298,7.05,603.6,3,6,132,35.3967,4.71,0.5
北2-丁1-445,200703,6925298,7.12,603.6,3,6,198,35.4377,6.39,0.74
北2-丁1-445,200704,6925298,7.12,603.6,3,6,161,35.4769,5.37,0.5
北2-丁1-445,200705,6925298,7.12,603.6,3,6,142,35.5155,4.58,0.42
北2-丁1-445,201109,6925298,1.62,695.24,3,6,194.92,37.5025,6.51,1.39
北2-丁1-445,201110,6925298,1.46,735.29,3,6,198.81,37.5434,6.51,1.33
北2-丁1-445,201111,6925298,1.42,746.35,3,6,174.94,37.58,5.86,1.22
北2-丁1-445,201112,6925298,1.46,733.08,3,6,193.9,37.6224,6.26,1.18
北2-丁1-445,201201,6925298,1.42,745.39,3,6,201.56,37.6686,6.53,1.28
北2-丁1-445,201202,6925298,1.4,751.11,3,6,195.01,37.7127,6.73,1.26
北2-丁1-445,201203,6925298,1.46,735.65,3,6,209.27,37.7597,6.76,1.27
北2-丁1-445,201204,6925298,1.33,771.13,3,6,200.57,37.8044,6.69,1.29
北2-丁1-445,201205,6925298,1.39,753.08,3,6,209.31,37.8501,6.76,1.29
北2-丁1-445,201206,6925298,1.58,704.13,3,6,189.91,37.8955,6.33,1.21
北2-丁1-445,201207,6925298,1.44,740.18,3,6,199.92,37.943,6.46,1.09
北2-丁1-445,201208,6925298,1.39,754.73,3,6,215.42,37.9919,6.96,1.15
北2-丁1-445,201209,6925298,1.37,759.93,3,6,213.37,38.0354,7.22,1.28
北2-丁1-445,201210,6925298,1.53,717.25,3,6,228.16,38.0791,7.44,1.37
北2-丁1-445,201211,6925298,1.24,801.5,3,6,202.23,38.1215,6.77,1.36
北2-丁1-445,201212,6925298,1.38,755.64,3,6,204.02,38.1641,6.59,1.32
北2-丁1-445,201301,6925298,1.34,767.09,3,6,178.24,38.2071,5.77,1.11
北2-丁1-445,201302,6925298,1.33,771.74,3,6,149.81,38.2456,5.36,1.07
北2-丁1-445,201303,6925298,1.34,767.8,3,6,197.54,38.2877,6.38,1.25
北2-丁1-445,201304,6925298,1.38,756.01,3,6,213.78,38.3296,7.15,1.35
北2-丁1-445,201305,6925298,1.32,773.46,3,6,250.71,38.3746,8.1,1.39
北2-丁1-445,201306,6925298,1.4,749.6,3,6,224.79,38.4247,7.51,1.3
北2-丁1-445,201307,6925298,1.47,731.39,3,6,223.09,38.4769,7.21,1.24
北2-丁1-445,201308,6925298,1.79,784.09,3,6,219.19,38.5254,7.09,1.25
北2-丁1-445,201309,6925298,1.84,772.63,3,6,205.21,38.5707,6.86,1.2
北2-丁1-445,201310,6925298,1.85,769.09,3,6,155,38.6167,7.82,1.41
北2-丁1-445,201311,6925298,1.95,745.14,3,6,111,38.6624,7.4,1.2
北2-丁1-445,201312,6925298,1.86,766.89,3,6,211,38.7074,8.12,1.31
北2-丁1-445,201401,6925298,1.91,758.98,3,6,206,38.753,6.66,1.03
北2-丁1-445,201402,6925298,1.79,795.34,3,6,174,38.7932,6.22,0.89
北2-丁1-445,201403,6925298,3,563.8,3,6,166,38.8376,5.36,0.81
北2-丁1-445,201404,6925298,2.88,586.69,3,6,159,38.883,5.3,0.77
北2-丁1-445,201405,6925298,2.2,720.49,3,6,143,38.9321,4.62,0.65
北2-丁1-445,201406,6925298,2.16,734.59,3,6,128,38.9805,4.27,0.57
北2-丁1-445,201407,6925298,2.03,768.91,3,6,114,39.03,3.72,0.49
北2-丁1-445,201408,6925298,6.63,103.23,3,6,97,39.0754,3.2,0.43
北2-丁1-445,201409,6925298,7.29,103.23,3,6,71,39.1165,2.68,0.38
北2-丁1-446,199509,6925229,2,821,3,6,700.9,24.9211,23.36,8.47
北2-丁1-446,199510,6925229,3.2,627,3,6,705.3,25.0356,22.75,6.22
北2-丁1-446,199511,6925229,4.2,540,3,6,749.7,25.1557,24.99,6
北2-丁1-446,199512,6925229,3.5,547,3,6,753.9,25.2708,24.32,4.7
北2-丁1-446,199601,6925229,4.9,395,3,6,603.7,25.3848,22.36,5.63
北2-丁1-446,199602,6925229,5,338,3,6,625.9,25.4963,21.58,5.3
北2-丁1-446,199603,6925229,4.1,407,3,6,630.4,25.6109,20.34,4.62
北2-丁1-446,199604,6925229,4.4,403,3,6,720.5,25.7266,24.02,4.42
北2-丁1-446,199605,6925229,6.2,220,3,6,809.9,25.8422,26.13,5.79
北2-丁1-446,199606,6925229,6.2,220,3,6,711.3,25.955,23.71,4.1
北2-丁1-446,199607,6925229,5.2,248,3,6,654.4,26.068,24.24,2.99
北2-丁1-446,199608,6925229,6,248,3,6,863.8,26.1806,27.86,4.44
北2-丁1-446,199609,6925229,5.9,172,3,6,803.1,26.2812,26.77,4.18
北2-丁1-446,199610,6925229,7,25,3,6,891,26.3863,29.7,4.27
北2-丁1-446,199611,6925229,5.7,215,3,6,681.2,26.4848,22.71,3.45
北2-丁1-446,199612,6925229,5.7,215,3,6,776.2,26.5843,26.77,4.2
北2-丁1-446,199701,6925229,5.7,215,3,6,871.7,26.6843,28.12,6.48
北2-丁1-446,199702,6925229,5.7,215,3,6,724.8,26.7739,25.89,6.5
北2-丁1-446,199703,6925229,5.7,215,3,6,843.3,26.8676,27.2,4.67
北2-丁1-446,199704,6925229,6.4,188,3,6,976.1,26.961,37.54,4.98
北2-丁1-446,199705,6925229,6.5,188,3,6,1056.5,27.059,34.08,4.06
北2-丁1-446,199706,6925229,6.5,188,3,6,957.6,27.1478,31.92,2.73
北2-丁1-446,199707,6925229,3.5,895,3,6,958.3,27.2291,30.91,3.14
北2-丁1-446,199708,6925229,2.3,650,3,6,1073.2,27.3101,34.62,4.92
北2-丁1-446,199709,6925229,3.9,424,3,6,1019.8,27.39,33.99,4.97
北2-丁1-446,199710,6925229,3.9,424,3,6,971.8,27.4746,35.99,4.57
北2-丁1-446,199711,6925229,2.6,616,3,6,1107,27.5586,36.9,6.33
北2-丁1-446,199712,6925229,2.4,649,3,6,1160.1,27.6437,37.42,7.79
北2-丁1-446,199801,6925229,2.1,702,3,6,1199.1,27.7282,38.68,7.13
北2-丁1-446,199802,6925229,1.6,779,3,6,1078.5,27.7989,38.52,5.57
北2-丁1-446,199803,6925229,1.5,820,3,6,1039.8,27.8766,33.54,4.72
北2-丁1-446,199804,6925229,1.4,889,3,6,707.3,27.9404,29.47,4.43
北2-丁1-446,199805,6925229,1.7,819,3,6,908.3,28.0171,29.3,3.47
北2-丁1-446,199806,6925229,1.7,819,3,6,886.9,28.0907,29.56,4.18
北2-丁1-446,199807,6925229,1.7,819,3,6,991.2,28.1679,31.97,5.22
北2-丁1-446,199808,6925229,1.7,819,3,6,1070.6,28.2478,34.54,5.92
北2-丁1-446,199809,6925229,1.7,819,3,6,937.1,28.3283,31.24,5.56
北2-丁1-446,199810,6925229,1.7,819,3,6,793.9,28.4113,28.35,5.39
北2-丁1-446,199811,6925229,1.7,819,3,6,1155.3,28.4923,38.51,6.72
北2-丁1-446,199812,6925229,1.7,819,3,6,1095.7,28.58,35.35,6.45
北2-丁1-446,199901,6925229,1.7,819,3,6,367.6,28.6678,11.86,1.63
北2-丁1-446,199902,6925229,1.7,819,3,6,232.4,28.7464,8.3,0.86
北2-丁1-446,199903,6925229,1.7,819,3,6,911.2,28.8355,31.42,4.1
北2-丁1-446,199904,6925229,1.7,819,3,6,1046.4,28.9214,36.08,3.71
北2-丁1-450,200012,6924982,6.91,825,3,6,222.2,30.5709,7.17,1.79
北2-丁1-450,200101,6924982,6.91,825,3,6,200.3,30.6552,6.46,1.38
北2-丁1-450,200102,6924982,6.91,825,3,6,195.1,30.7318,6.97,1.63
北2-丁1-450,200103,6924982,6.91,825,3,6,212.4,30.8168,6.85,1.72
北2-丁1-450,200104,6924982,6.91,825,3,6,207.2,30.899,6.91,1.7
北2-丁1-450,200105,6924982,6.91,825,3,6,208.3,30.9833,6.72,1.34
北2-丁1-450,200106,6924982,6.91,825,3,6,190.9,31.0614,6.36,1.43
北2-丁1-450,200107,6924982,6.91,825,3,6,191.1,31.1402,6.16,0.95
北2-丁1-450,200108,6924982,6.91,825,3,6,178,31.2193,5.74,1.12
北2-丁1-450,200109,6924982,6.91,825,3,6,147.3,31.2938,4.91,0.94
北2-丁1-450,200110,6924982,6.91,825,3,6,167.6,31.3695,5.41,1.09
北2-丁1-450,200111,6924982,6.91,825,3,6,155.8,31.4427,5.19,1.04
北2-丁1-450,200112,6924982,6.91,825,3,6,134.4,31.5226,4.34,0.94
北2-丁1-450,200201,6924982,6.91,825,3,6,39.6,31.5999,3.05,0.59
北2-丁1-450,200202,6924982,6.91,825,3,6,93.3,31.6671,3.33,0.51
北2-丁1-450,200203,6924982,6.91,825,3,6,116.4,31.741,3.75,0.94
北2-丁1-450,200204,6924982,6.91,825,3,6,147.5,31.818,4.92,0.96
北2-丁1-450,200205,6924982,6.91,825,3,6,151.7,31.8979,4.89,0.68
北2-丁1-450,200206,6924982,6.91,825,3,6,152.7,31.9814,5.09,0.88
北2-丁1-450,200207,6924982,6.91,825,3,6,194.2,32.0605,6.26,1.09
北2-丁1-450,200208,6924982,6.91,825,3,6,231,32.1397,7.45,1.09
北2-丁1-450,200209,6924982,6.91,825,3,6,169.8,32.216,5.66,0.81
北2-丁1-450,200210,6924982,6.91,825,3,6,195.4,32.2933,6.3,1
北2-丁1-450,200211,6924982,6.52,825,3,6,144.2,32.3649,4.81,0.52
北2-丁2-441,199403,6925032,3.5,479,3,6,423.1,22.8173,13.65,5.44
北2-丁2-441,199404,6925032,3.9,395,3,6,371.4,22.9292,12.38,4.73
北2-丁2-441,199405,6925032,3.1,585,3,6,351.7,23.0503,11.35,4.77
北2-丁2-441,199406,6925032,3.1,582,3,6,329.5,23.1689,10.98,4.23
北2-丁2-441,199407,6925032,4,473,3,6,298,23.2953,9.61,3.88
北2-丁2-441,199408,6925032,3.8,504,3,6,350.9,23.4164,11.32,4.22
北2-丁2-441,199409,6925032,4.2,434,3,6,297.5,23.5354,9.92,3.8
北2-丁2-441,199410,6925032,4.7,350,3,6,300.3,23.6607,9.69,3.47
北2-丁2-441,199411,6925032,4.8,340,3,6,269.2,23.7818,8.97,3.02
北2-丁2-441,199412,6925032,5.6,265,3,6,271.2,23.9029,8.75,2.84
北2-丁2-441,199501,6925032,6.3,224,3,6,287.7,24.0206,9.28,3.03
北2-丁2-441,199502,6925032,6.4,105,3,6,238.4,24.1289,8.51,3.44
北2-丁2-441,199503,6925032,6.4,105,3,6,240.7,24.2465,7.76,2.34
北2-丁2-441,199504,6925032,6.4,333.3,3,6,274.4,24.3586,9.15,2.42
北2-丁2-441,199505,6925032,6.4,333.3,3,6,271.2,24.4744,8.75,2.56
北2-丁2-441,199506,6925032,4.2,425,3,6,261.5,24.5871,8.72,1.93
北2-丁2-441,199507,6925032,4.7,340,3,6,325.6,24.7014,10.5,2.62
北2-丁2-441,199508,6925032,5.4,220,3,6,372.9,24.8121,12.03,2.28
北2-丁2-441,199509,6925032,6.5,135,3,6,441.1,24.9211,14.7,1.59
北2-丁2-441,199510,6925032,6.4,111,3,6,415.6,25.0356,13.41,1.89
北2-丁2-441,199511,6925032,7,91,3,6,350,25.1557,11.67,1.5
北2-丁2-641,199308,6924972,3.9,548,3,6,1188.9,22.1298,38.35,14.01
北2-丁2-641,199309,6924972,4.2,502,3,6,1185.1,22.2029,39.5,8.48
北2-丁2-641,199310,6924972,3.2,683,3,6,1319.6,22.3001,42.57,9.07
北2-丁2-641,199311,6924972,7.1,128,3,6,1199.3,22.394,44.42,9.34
北2-丁2-641,199312,6924972,6.9,203,3,6,1692.6,22.4962,54.6,11.37
北2-丁2-641,199401,6924972,6.4,245,3,6,1658.8,22.6062,53.51,12.82
北2-丁2-641,199402,6924972,6.6,223,3,6,1691.1,22.7076,60.4,12.52
北2-丁2-641,199403,6924972,6.6,246,3,6,2896.1,22.8173,93.42,16.71
北2-丁2-641,199404,6924972,6.6,202,3,6,2500.5,22.9292,92.61,14.91
北2-丁2-641,199405,6924972,6.1,301,3,6,2787.3,23.0503,89.91,11.1
北2-丁2-641,199406,6924972,6.7,440,3,6,2529,23.1689,84.3,9.85
北2-丁2-641,199407,6924972,7.2,349,3,6,2553.3,23.2953,82.36,10.42
北2-丁2-641,199408,6924972,7,340,3,6,2355.2,23.4164,81.21,8.81
北2-丁2-641,199409,6924972,6.9,350,3,6,2604.1,23.5354,89.8,11.14
北2-丁2-641,199410,6924972,6.8,353,3,6,2749.2,23.6607,88.68,10.38
北2-丁2-641,199411,6924972,7.3,283,3,6,2616.9,23.7818,87.23,8.97
北2-丁2-641,199412,6924972,6.1,306,3,6,2712.8,23.9029,87.51,8.59
北2-丁2-641,199501,6924972,6.8,226,3,6,2646.4,24.0206,85.37,9.53
北2-丁2-641,199502,6924972,6.6,255,3,6,2288.8,24.1289,81.74,8.22
北2-丁3-424,200303,6925591,4.67,288.8,3,6,1275.7,32.6616,41.15,8.7
北2-丁3-424,200304,6925591,4.28,312.9,3,6,1036.8,32.7336,34.56,6.39
北2-丁3-424,200305,6925591,5,242,3,6,1181.2,32.8094,38.1,6.74
北2-丁3-424,200306,6925591,5.44,186.4,3,6,1104.3,32.8816,36.81,6.43
北2-丁3-424,200307,6925591,6.05,89.4,3,6,1186.8,32.9529,38.28,5.75
北2-丁3-424,200308,6925591,6.02,104,3,6,1189,33.0266,38.35,4.85
北2-丁3-424,200309,6925591,5.51,162.7,3,6,1010.1,33.0973,33.67,4.78
北2-丁3-424,200310,6925591,5.63,204.8,3,6,967.1,33.1694,31.2,4.77
北2-丁3-424,200311,6925591,6.12,138.2,3,6,900.8,33.2366,30.03,3.33
北2-丁3-424,200312,6925591,5.97,115.9,3,6,1255,33.3057,40.48,5.86
北2-丁3-424,200401,6925591,6.17,85.7,3,6,1161.2,33.3748,37.46,4.91
北2-丁3-427,199405,6925457,4.6,354,3,5,545.8,23.0503,17.61,5.96
北2-丁3-427,199406,6925457,3.8,537,3,5,705.2,23.1689,23.51,7.8
北2-丁3-427,199407,6925457,3.8,537,3,5,755.8,23.2953,24.38,6.66
北2-丁3-427,199408,6925457,4.1,473,3,5,760.2,23.4164,24.52,5.94
北2-丁3-427,199409,6925457,4.2,483,3,5,771.3,23.5354,25.71,6.24
北2-丁3-427,199410,6925457,3.4,608,3,5,813.4,23.6607,26.24,6.78
北2-丁3-427,199411,6925457,3.3,604,3,5,770.2,23.7818,25.67,7.87
北2-丁3-427,199412,6925457,3.5,567,3,5,931.9,23.9029,30.06,8.5
北2-丁3-427,199501,6925457,4.3,424,3,5,866.7,24.0206,27.96,7.22
北2-丁3-427,199502,6925457,4.5,402,3,5,725.1,24.1289,25.9,7.38
北2-丁3-427,199503,6925457,4.3,450,3,5,855.8,24.2465,27.61,7.21
北2-丁3-427,199504,6925457,4.3,888,3,5,827,24.3586,27.57,6.36
北2-丁3-427,199505,6925457,4.3,412,3,5,1068.3,24.4744,34.46,6.21
北2-丁3-427,199506,6925457,4.1,439,3,5,1087.5,24.5871,36.25,7.06
北2-丁3-427,199507,6925457,3.9,497,3,5,1070.4,24.7014,34.53,7.1
北2-丁3-427,199508,6925457,2.9,638,3,5,982.6,24.8121,31.7,7.8
北2-丁3-427,199509,6925457,5.2,376,3,5,1041.5,24.9211,34.72,8.02
北2-丁3-427,199510,6925457,5.4,381,3,5,955.3,25.0356,30.82,5.74
北2-丁3-427,199511,6925457,4.1,481,3,5,975.7,25.1557,32.52,5.97
北2-丁3-427,199512,6925457,3.6,474,3,5,886.9,25.2708,28.61,5.76
北2-丁3-427,199601,6925457,4.4,449,3,5,869.9,25.3848,28.06,5.53
北2-丁3-427,199602,6925457,4.6,416,3,5,759.4,25.4963,26.19,4.63
北2-丁3-427,199603,6925457,5.1,338,3,5,762.9,25.6109,24.61,4.36
北2-丁3-427,199604,6925457,5,447,3,5,848.6,25.7266,28.29,4.57
北2-丁3-427,199605,6925457,3.8,583,3,5,856.4,25.8422,27.63,4.2
北2-丁3-427,199606,6925457,3.8,583,3,5,767,25.955,25.57,4.16
北2-丁3-427,199607,6925457,2.9,719,3,5,926.4,26.068,29.88,4.91
北2-丁3-427,199608,6925457,2.6,738,3,5,897.4,26.1806,28.95,4.67
北2-丁3-427,199609,6925457,2.6,738,3,5,780.8,26.2812,26.03,3.63
北2-丁3-427,199610,6925457,2.5,747,3,5,734.2,26.3863,23.68,3.55
北2-丁3-427,199611,6925457,2.8,685,3,5,609.6,26.4848,20.32,3.97
北2-丁3-427,199612,6925457,2.8,685,3,5,609.6,26.5843,19.66,3.65
北2-丁3-427,199701,6925457,2.8,685,3,5,619.4,26.6843,19.98,3.1
北2-丁3-427,199702,6925457,2.8,685,3,5,491.8,26.7739,17.56,2.74
北2-丁3-427,199703,6925457,2.8,685,3,5,733.2,26.8676,23.65,4.36
北2-丁3-427,199704,6925457,2.2,803,3,5,950.8,26.961,31.69,5.79
北2-丁3-427,199705,6925457,2.2,751,3,5,1197.4,27.059,38.63,7.03
北2-丁3-427,199706,6925457,2.2,751,3,5,1197.6,27.1478,39.92,7.16
