std,mean
"1.0,1.0994235639446182,91.94228240374375,0.25135388688541876,0.5097775124387289,588.9028202952459,0.3801981928933235,17.18680035490443,19.13881683713271","0.0,0.004319426510530299,-0.6833861703548689,0.002733870608664678,0.004764237054187631,8.732759250189236,0.1022513869718153,0.30442005432120756,17.756105792777948"
