JH,SJ,YZB,LY,DYM,CC1,CC2,YCYE,CCCD,RCY,RCYE,HSL,YCY
北2-丁3-443,199808,6924395,6.4,97,3.6,6,1139.6,28.2478,4.5,36.76,87.76,4.5
北2-丁3-443,199809,6924395,6.4,97,3.6,6,1387,28.3283,3.54,46.23,92.35,3.54
北2-丁3-444,199512,6924307,1.6,871,3,6,543.9,25.2708,7.66,19.43,60.54,7.66
北2-丁3-444,199601,6924307,2.6,746,3,6,576.4,25.3848,7.12,18.59,61.69,7.12
北2-丁3-444,199602,6924307,3.1,745,3,6,512.4,25.4963,6.48,17.67,63.35,6.48
北2-丁3-444,199603,6924307,3.1,782,3,6,565.9,25.6109,7.22,18.25,60.43,7.22
北2-丁3-444,199604,6924307,2.7,733,3,6,513.7,25.7266,6.02,17.12,64.86,6.02
北2-丁3-444,199605,6924307,2.1,820,3,6,494.4,25.8422,6.05,15.95,62.03,6.05
北2-丁3-444,199606,6924307,2.1,820,3,6,453.3,25.955,5.55,15.11,63.25,5.55
北2-丁3-444,199607,6924307,3,639,3,6,492,26.068,6.18,17.57,64.82,6.18
北2-丁3-444,199608,6924307,3,639,3,6,525.5,26.1806,5.9,16.95,65.21,5.9
北2-丁3-444,199609,6924307,2.5,783,3,6,441.4,26.2812,4.94,14.71,66.43,4.94
北2-丁3-444,199610,6924307,2,781,3,6,535.3,26.3863,5.88,17.84,67.03,5.88
北2-丁3-444,199611,6924307,2,781,3,6,495.6,26.4848,5.29,16.52,67.96,5.29
北2-丁3-445,199902,6924269,1.4,867,3,6,248.5,28.7464,3.9,8.88,56.1,3.9
北2-丁3-445,199903,6924269,1.4,867,3,6,315.6,28.8355,3.99,10.18,60.77,3.99
北2-丁3-445,199904,6924269,1.4,867,3,6,317.9,28.9214,3.33,10.6,68.61,3.33
北2-丁3-445,199905,6924269,1.4,867,3,6,311.7,29.0103,3.21,10.05,68.11,3.21
北2-丁3-445,199906,6924269,1.7,750,3,6,296.6,29.0904,3.04,9.89,69.29,3.04
北2-丁3-445,199907,6924269,1.7,750,3,6,350.3,29.1742,3.01,11.3,73.39,3.01
北2-丁3-445,199908,6924269,2.1,733,3,6,369.1,29.2605,2.92,11.91,75.48,2.92
北2-丁3-445,199909,6924269,2.1,779,3,6,361.4,29.345,2.37,12.05,80.35,2.37
北2-丁3-445,199910,6924269,2.1,779,3,6,371.9,29.432,2.17,12,81.93,2.17
北2-丁3-445,199911,6924269,2.2,750,3,6,299.6,29.5126,1.91,9.99,80.91,1.91
北2-丁3-445,199912,6924269,1.4,869,3,6,291.6,29.5954,1.78,9.41,81.1,1.78
北2-丁3-445,200001,6924269,1.4,869,3,6,287.3,29.6824,1.79,9.27,80.65,1.79
北2-丁3-445,200002,6924269,1.4,869,3,6,271.2,29.7659,1.31,9.35,85.95,1.31
北2-丁3-445,200003,6924269,1.8,866,3,6,367,29.8558,1.93,11.84,83.73,1.93
北2-丁3-445,200004,6924269,1.5,801,3,6,347.4,29.9355,1.95,11.58,83.19,1.95
北2-丁3-445,200005,6924269,2.1,780,3,6,339.8,30.0146,1.95,10.96,82.17,1.95
北2-丁3-445,200006,6924269,2.5,666,3,6,356.4,30.0892,1.54,11.88,87.01,1.54
北2-丁3-446,199709,6924219,3.3,554,3,6,998.2,27.39,9.16,33.27,72.46,9.16
北2-丁3-446,199710,6924219,3.3,554,3,6,766.8,27.4746,6.73,24.74,72.8,6.73
北2-丁3-446,199711,6924219,2.7,628,3,6,650.1,27.5586,5.38,21.67,75.16,5.38
北2-丁3-446,199712,6924219,2.6,605,3,6,674.4,27.6437,5.9,21.75,72.88,5.9
北2-丁3-446,199801,6924219,3.3,468,3,6,640.7,27.7282,6,22.88,73.78,6
北2-丁3-446,199802,6924219,3.2,464,3,6,635.7,27.7989,5.78,22.7,74.56,5.78
北2-丁3-446,199803,6924219,3,514,3,6,609.3,27.8766,4.9,19.65,75.09,4.9
北2-丁3-446,199804,6924219,5.3,211,3,6,544.2,27.9404,3.7,18.14,79.62,3.7
北2-丁3-446,199805,6924219,4.9,272,3,6,609.9,28.0171,4.31,19.67,78.09,4.31
北2-丁3-446,199806,6924219,4.9,272,3,6,551.8,28.0907,3.92,18.39,78.67,3.92
北2-丁3-446,199807,6924219,4.9,272,3,6,538.4,28.1679,2.81,17.37,83.84,2.81
北2-丁3-446,199808,6924219,4.9,272,3,6,540,28.2478,2.84,17.42,83.72,2.84
北2-丁3-446,199809,6924219,4.9,272,3,6,411.5,28.3283,1.99,13.72,85.47,1.99
北2-丁3-446,199810,6924219,4.9,272,3,6,419.5,28.4113,2.22,13.53,83.62,2.22
北2-丁3-446,199811,6924219,4.9,272,3,6,607.5,28.4923,3.69,20.25,81.78,3.69
北2-丁3-446,199812,6924219,4.9,272,3,6,617.4,28.58,3.3,19.92,83.43,3.3
北2-丁3-446,199901,6924219,4.9,272,3,6,599.1,28.6678,2.66,19.33,86.23,2.66
北2-丁3-446,199902,6924219,6.7,272,3,6,541.7,28.7464,2.68,19.35,86.14,2.68
北2-丁3-446,199903,6924219,6.7,272,3,6,614.9,28.8355,2.81,19.84,85.84,2.81
北2-丁3-446,199904,6924219,6.7,272,3,6,625.3,28.9214,2.75,20.84,86.82,2.75
北2-丁3-446,199905,6924219,6.7,272,3,6,671.2,29.0103,3.05,21.65,85.92,3.05
北2-丁3-446,199906,6924219,6.7,272,3,6,645.5,29.0904,2.4,21.52,88.86,2.4
北2-丁3-446,199907,6924219,6.7,272,3,6,845.7,29.1742,3.1,27.28,88.62,3.1
北2-丁3-446,199908,6924219,6.7,272,3,6,951.6,29.2605,3.74,30.7,87.83,3.74
北2-丁3-446,199909,6924219,6.7,272,3,6,906.7,29.345,2.93,30.22,90.32,2.93
北2-丁3-446,199910,6924219,6.7,272,3,6,957,29.432,2.76,30.87,91.07,2.76
北2-丁3-446,199911,6924219,6.7,272,3,6,694.5,29.5126,2.13,23.15,90.78,2.13
北2-丁3-446,199912,6924219,6.7,272,3,6,821.9,29.5954,2.42,26.51,90.87,2.42
北2-丁3-446,200001,6924219,6.7,272,3,6,883.4,29.6824,2.72,28.5,90.46,2.72
北2-丁3-446,200002,6924219,6.7,272,3,6,579.6,29.7659,1.9,19.99,90.48,1.9
北2-丁3-447,199710,6924147,2.2,818,3,6,293.7,27.4746,3.63,9.47,61.7,3.63
北2-丁3-447,199711,6924147,2.2,762,3,6,259,27.5586,2.98,8.63,65.52,2.98
北2-丁3-447,199712,6924147,2.1,790,3,6,258.1,27.6437,2.79,8.33,66.45,2.79
北2-丁3-447,199801,6924147,1.9,832,3,6,235.9,27.7282,2.05,7.61,73.04,2.05
北2-丁3-447,199802,6924147,2.1,865,3,6,179.5,27.7989,1.93,6.65,71.03,1.93
北2-丁3-447,199803,6924147,2.1,824,3,6,160.6,27.8766,1.82,5.54,67.19,1.82
北2-丁3-447,199804,6924147,2.6,655,3,6,174.8,27.9404,1.75,5.83,69.91,1.75
北2-丁3-447,199805,6924147,2.8,640,3,6,197.2,28.0171,1.86,6.36,70.79,1.86
北2-丁3-447,199806,6924147,2.8,640,3,6,308.6,28.0907,2.86,11.02,74.04,2.86
北2-丁3-447,199807,6924147,2.8,640,3,6,467.5,28.1679,4.19,16.7,74.91,4.19
北2-丁3-447,199808,6924147,2.8,640,3,6,555.6,28.2478,4.65,17.92,74.03,4.65
北2-丁3-447,199809,6924147,2.8,640,3,6,542,28.3283,4.53,18.07,74.91,4.53
北2-丁3-447,199810,6924147,2.8,640,3,6,566.6,28.4113,4.84,18.28,73.51,4.84
北2-丁3-447,199811,6924147,2.8,640,3,6,533.1,28.4923,4.94,17.77,72.18,4.94
北2-丁3-447,199812,6924147,2.8,640,3,6,506.3,28.58,4.46,16.33,72.68,4.46
北2-丁3-447,199901,6924147,2.8,640,3,6,424.6,28.6678,4.03,15.16,73.43,4.03
北2-丁3-447,199902,6924147,1.9,726,3,6,414.2,28.7464,3.55,14.79,76.03,3.55
北2-丁3-447,199903,6924147,1.9,726,3,6,511.3,28.8355,3.75,16.49,77.29,3.75
北2-丁3-447,199904,6924147,1.9,726,3,6,494.9,28.9214,3.88,16.5,76.5,3.88
北2-丁3-447,199905,6924147,1.9,726,3,6,527.9,29.0103,3.77,17.03,77.86,3.77
北2-丁3-447,199906,6924147,2.1,689,3,6,459.1,29.0904,2.88,17,83.08,2.88
北2-丁3-447,199907,6924147,2.1,689,3,6,545.9,29.1742,2.98,18.2,83.64,2.98
北2-丁3-447,201002,6924147,2.4,642.29,3,6,718.03,36.702,4.03,25.8,84.38,4.03
北2-丁3-447,201003,6924147,2.4,642.29,3,6,792.3,36.7472,4.35,25.59,83,4.35
北2-丁3-447,201004,6924147,3.88,412.29,3,6,751.61,36.7903,3.72,25.8,85.58,3.72
北2-丁3-447,201005,6924147,3.91,442.23,3,6,1015.73,36.8344,3.92,32.96,88.1,3.92
北2-丁3-447,201006,6924147,3.91,442.23,3,6,1131.31,36.8759,5.04,38.18,86.8,5.04
北2-丁3-447,201007,6924147,4.6,349.2,3,6,1222.36,36.9165,5.08,40.24,87.37,5.08
北2-丁3-447,201008,6924147,4.65,337.49,3,6,1182.69,36.96,4.77,38.34,87.57,4.77
北2-丁3-447,201009,6924147,4.59,347.64,3,6,942.02,36.9938,3.57,31.85,88.77,3.57
北2-丁3-447,201010,6924147,4.8,309.57,3,6,1137.55,37.0342,4.42,37.46,88.2,4.42
北2-丁3-447,201011,6924147,4.4,354.18,3,6,1003.2,37.0718,4.5,33.48,86.55,4.5
北2-丁3-447,201012,6924147,3.57,362.42,3,6,1121.99,37.1087,4.05,36.24,88.83,4.05
北2-丁3-447,201101,6924147,3.42,381.75,3,6,1148.85,37.1565,4.37,37.11,88.22,4.37
北2-丁3-447,201102,6924147,3.81,333.37,3,6,990.29,37.1987,3.78,35.42,89.33,3.78
北2-丁3-447,201103,6924147,4.21,284.26,3,6,1032.87,37.2459,2.91,33.32,91.28,2.91
北2-丁3-448,199508,6924091,1.8,711,3,6,418.2,24.8121,5.64,13.49,58.18,5.64
北2-丁3-448,199509,6924091,2.9,670,3,6,404,24.9211,5.19,13.47,61.44,5.19
北2-丁3-448,199510,6924091,3.2,533,3,6,552,25.0356,6.25,17.81,64.87,6.25
北2-丁3-448,199511,6924091,3,587,3,6,670.9,25.1557,6.96,22.36,68.89,6.96
北2-丁3-448,199512,6924091,3.5,533,3,6,626.5,25.2708,6.26,20.21,69,6.26
北2-丁3-448,199601,6924091,3.5,521,3,6,562.7,25.3848,5.69,18.15,68.67,5.69
北2-丁3-448,199602,6924091,3.3,554,3,6,524,25.4963,5.27,18.07,70.84,5.27
北2-丁3-448,199603,6924091,3.9,448,3,6,582.7,25.6109,5.47,18.8,70.88,5.47
北2-丁3-448,199604,6924091,4.7,355,3,6,752.8,25.7266,6.91,25.09,72.48,6.91
北2-丁3-448,199605,6924091,5.2,253,3,6,668.4,25.8422,5.99,21.56,72.2,5.99
北2-丁3-448,199606,6924091,5.2,253,3,6,623.1,25.955,6.26,20.77,69.86,6.26
北2-丁3-448,199607,6924091,5.5,194,3,6,678.9,26.068,6.14,21.9,71.97,6.14
北2-丁3-448,199608,6924091,5.5,194,3,6,772.2,26.1806,6.39,24.91,74.33,6.39
北2-丁3-448,199609,6924091,5.7,138,3,6,773.6,26.2812,5.75,25.79,77.69,5.75
北2-丁3-448,199610,6924091,5.4,196,3,6,743.9,26.3863,6.45,24.8,73.99,6.45
北2-丁3-448,199611,6924091,5.4,196,3,6,684.9,26.4848,5.58,22.83,75.54,5.58
北2-丁3-448,199612,6924091,5.4,196,3,6,875.3,26.5843,6,28.24,78.75,6
北2-丁3-448,199701,6924091,6.4,95,3,6,959.6,26.6843,6.7,30.95,78.37,6.7
北2-丁3-448,199702,6924091,6.4,95,3,6,799.7,26.7739,6.09,28.56,78.68,6.09
北2-丁3-448,199703,6924091,6.4,95,3,6,933.8,26.8676,6.42,30.12,78.68,6.42
北2-丁3-448,199704,6924091,6.1,94,3,6,1095.6,26.961,7.13,36.52,80.48,7.13
北2-丁3-448,199705,6924091,6.3,63,3,6,1143.6,27.059,5.71,36.89,84.53,5.71
北2-丁3-448,199706,6924091,6.3,63,3,6,921.4,27.1478,5.68,30.71,81.5,5.68
北2-丁3-448,199707,6924091,2.4,652,3,6,795.4,27.2291,5.52,25.66,78.49,5.52
北2-丁3-448,199708,6924091,2.4,652,3,6,958.2,27.3101,6.67,30.91,78.43,6.67
北2-丁3-448,199709,6924091,2.4,652,3,6,1112.3,27.39,9.04,37.08,75.61,9.04
北2-丁3-448,199710,6924091,2.4,652,3,6,1239.6,27.4746,8.07,39.99,79.81,8.07
北2-丁3-448,199711,6924091,2.4,652,3,6,1090,27.5586,8.1,36.33,77.7,8.1
北2-丁3-448,199712,6924091,2.4,652,3,6,1158.9,27.6437,8.91,37.38,76.16,8.91
北2-丁3-448,199801,6924091,5.4,155,3,6,1288.8,27.7282,8.36,41.57,79.9,8.36
北2-丁3-448,199802,6924091,5.4,155,3,6,1062.5,27.7989,9.15,37.95,75.9,9.15
北2-丁3-448,199803,6924091,5.4,155,3,6,1138.4,27.8766,8.76,36.72,76.13,8.76
北2-丁3-448,199804,6924091,5.4,155,3,6,1005.8,27.9404,7.9,33.53,76.45,7.9
北2-丁3-448,199805,6924091,5.4,155,3,6,1280.6,28.0171,6.38,41.31,84.55,6.38
北2-丁3-448,199806,6924091,5.4,155,3,6,1912,28.0907,11,63.73,82.75,11
北2-丁3-448,199807,6924091,5.4,155,3,6,1852.9,28.1679,11.32,59.77,81.06,11.32
北2-丁3-448,199808,6924091,5.4,155,3,6,1780.9,28.2478,9.9,57.45,82.77,9.9
北2-丁3-448,199809,6924091,5.4,155,3,6,1785.6,28.3283,6.81,59.52,88.55,6.81
北2-丁3-448,199810,6924091,5.4,155,3,6,1768.1,28.4113,6.96,57.04,87.79,6.96
北2-丁3-448,199811,6924091,5.4,155,3,6,1725.4,28.4923,5.11,57.51,91.12,5.11
北2-丁3-448,199812,6924091,5.4,155,3,6,1683.5,28.58,5.83,54.31,89.27,5.83
北2-丁3-448,199901,6924091,5.4,155,3,6,1445.7,28.6678,8.07,46.64,82.69,8.07
北2-丁3-448,199902,6924091,1.8,742,3,6,1184.9,28.7464,7.29,42.32,82.78,7.29
北2-丁3-448,199903,6924091,1.8,742,3,6,1167.4,28.8355,7.21,37.66,80.86,7.21
北2-丁3-448,199904,6924091,1.8,742,3,6,1348.5,28.9214,9.14,44.95,79.67,9.14
北2-丁3-448,199905,6924091,1.8,742,3,6,1689.2,29.0103,10.65,54.49,80.45,10.65
北2-丁3-448,199906,6924091,1.5,728,3,6,1635.5,29.0904,8.12,54.52,85.1,8.12
北2-丁3-448,199907,6924091,1.5,728,3,6,1749,29.1742,5.02,56.42,91.1,5.02
北2-丁3-448,199908,6924091,1.7,755,3,6,1679,29.2605,6.81,54.16,87.43,6.81
北2-丁3-448,199909,6924091,2.1,680,3,6,1658.9,29.345,7,55.3,87.33,7
北2-丁3-448,199910,6924091,2.1,680,3,6,1723.3,29.432,7.78,55.59,86,7.78
北2-丁3-448,199911,6924091,3.1,521,3,6,1585.7,29.5126,7.47,52.86,85.87,7.47
北2-丁3-448,199912,6924091,1.6,720,3,6,1582.5,29.5954,7.69,51.05,84.93,7.69
北2-丁3-448,200001,6924091,1.6,720,3,6,1673.2,29.6824,7.88,53.97,85.4,7.88
北2-丁3-448,200002,6924091,2.8,544,3,6,1628.2,29.7659,8.2,56.14,85.39,8.2
北2-丁3-448,200003,6924091,2.8,544,3,6,1697,29.8558,6.26,54.74,88.56,6.26
北2-丁3-448,200004,6924091,2.6,597,3,6,1638.7,29.9355,5.37,54.62,90.17,5.37
北2-丁3-449,200502,6924028,2.81,666,3,6,153,34.1975,1.96,5.88,66.67,1.96
北2-丁3-449,200503,6924028,3.95,488.2,3,6,189,34.259,1.43,6.75,78.84,1.43
北2-丁3-449,200504,6924028,4.95,349.6,3,6,175,34.3167,0.97,5.83,83.43,0.97
北2-丁3-449,200505,6924028,5.81,232.8,3,6,134,34.3775,0.84,4.32,80.6,0.84
北2-丁3-449,200506,6924028,4.66,218.1,3,6,149,34.4339,0.53,4.97,89.26,0.53
北2-丁3-449,200507,6924028,6.07,197.1,3,6,117,34.4853,0.74,3.77,80.34,0.74
北2-丁3-449,200508,6924028,7.43,197.1,3,6,154,34.5412,1.19,4.97,75.97,1.19
北2-丁3-449,200509,6924028,6.79,94.8,3,6,141,34.5971,0.87,4.7,81.56,0.87
北2-丁3-449,200510,6924028,5.5,111.8,3,6,139,34.6534,0.9,4.48,79.86,0.9
北2-丁3-449,200511,6924028,4.75,207.2,3,6,132,34.7085,0.5,4.4,88.64,0.5
北2-丁3-449,200512,6924028,4.72,211,3,6,121,34.7612,0.74,3.9,80.99,0.74
北2-丁3-449,200601,6924028,4.96,180.3,3,6,134,34.8169,0.81,4.32,81.34,0.81
北2-丁3-449,200602,6924028,1.96,576.8,3,6,106,34.8619,0.64,3.79,83.02,0.64
北2-丁3-449,200603,6924028,3.81,323.2,3,6,136,34.9127,0.65,4.39,85.29,0.65
北2-丁3-449,200604,6924028,5.79,134.7,3,6,111,34.9593,0.43,3.7,88.29,0.43
北2-丁3-449,200605,6924028,4.5,304.3,3,6,120,35.0054,0.55,3.87,85.83,0.55
北2-丁3-449,200606,6924028,3.71,404.4,3,6,121,35.0499,0.5,4.03,87.6,0.5
北2-丁3-449,200607,6924028,2.88,518,3,6,104,35.0916,0.45,3.35,86.54,0.45
北2-丁3-449,200608,6924028,3.25,466.2,3,6,109,35.1335,0.5,3.63,86.24,0.5
北2-丁3-449,200609,6924028,6.02,102.8,3,6,106,35.1753,0.4,3.53,88.68,0.4
北2-丁3-449,200610,6924028,4.71,265.1,3,6,114,35.2202,0.35,3.68,90.35,0.35
北2-丁3-449,201112,6924028,1.34,709.53,3,6,412.35,37.6224,3.82,13.39,71.46,3.82
北2-丁3-449,201201,6924028,1.02,814.47,3,6,281.63,37.6686,4.25,14.96,71.57,4.25
北2-丁3-449,201202,6924028,1.23,739.49,3,6,246.58,37.7127,3.92,14.5,73,3.92
北2-丁3-449,201203,6924028,1.23,739.49,3,6,213.96,37.7597,3.89,14.3,72.81,3.89
北2-丁3-449,201204,6924028,1.23,739.49,3,6,190.17,37.8044,3.55,13.46,73.63,3.55
北2-丁3-449,201205,6924028,1.14,770.98,3,6,341.55,37.8501,4.01,14.85,72.98,4.01
北2-丁3-449,201206,6924028,1.22,742.97,3,6,398.03,37.8955,3.76,14.16,73.42,3.76
北2-丁3-449,201207,6924028,1.37,700.06,3,6,429.04,37.943,3.63,13.98,74.02,3.63
北2-丁3-449,201208,6924028,1.46,679.19,3,6,460,37.9919,3.77,14.88,74.64,3.77
北2-丁3-449,201209,6924028,1.56,656.21,3,6,392.57,38.0354,3.84,15.11,74.59,3.84
北2-丁3-449,201210,6924028,1.17,760.93,3,6,363.63,38.0791,3.41,13.49,74.75,3.41
北2-丁3-449,201211,6924028,1.13,771.85,3,6,401.08,38.1215,3.39,13.39,74.68,3.39
北2-丁3-449,201212,6924028,1.16,763.77,3,6,444.3,38.1641,3.72,14.35,74.08,3.72
北2-丁3-449,201301,6924028,1.24,737.09,3,6,464.56,38.2071,3.95,15.01,73.67,3.95
北2-丁3-449,201302,6924028,1.22,743.67,3,6,409.72,38.2456,3.74,14.75,74.67,3.74
北2-丁3-449,201303,6924028,1.2,750.22,3,6,425.54,38.2877,3.34,13.87,75.92,3.34
北2-丁3-449,201304,6924028,1.14,768.34,3,6,147.8,38.3296,1.26,5.28,76.19,1.26
北2-丁3-449,201305,6924028,1.1,782.84,3,6,315.25,38.3746,2.36,10.2,76.85,2.36
北2-丁3-449,201306,6924028,1.33,711.62,3,6,344.62,38.4247,2.74,11.56,76.28,2.74
北2-丁3-449,201307,6924028,1.34,709.68,3,6,366.5,38.4769,2.73,11.88,76.98,2.73
北2-丁3-449,201308,6924028,1.99,652.73,3,6,381.29,38.5254,2.7,12.41,78.26,2.7
北2-丁3-449,201309,6924028,6.67,652.73,3,6,328.52,38.5707,2.22,10.95,79.73,2.22
北2-丁3-449,201310,6924028,2.4,575.03,3,6,333,38.6167,2.08,10.84,80.78,2.08
北2-丁3-449,201311,6924028,2.68,540.11,3,6,335,38.6624,1.97,11.2,82.39,1.97
北2-丁3-449,201312,6924028,2.55,569.71,3,6,355,38.7074,1.92,11.53,83.38,1.92
北2-丁3-449,201401,6924028,2.57,573.27,3,6,332,38.753,1.87,10.72,82.53,1.87
北2-丁3-449,201402,6924028,2.5,581.9,3,6,303,38.7932,1.82,10.82,83.17,1.82
北2-丁3-449,201403,6924028,2.63,563.24,3,6,380,38.8376,2.05,12.34,83.42,2.05
北2-丁3-449,201404,6924028,2.55,579.09,3,6,341,38.883,1.93,11.73,83.58,1.93
北2-丁3-449,201405,6924028,3.94,417.89,3,6,263,38.9321,1.66,10.65,84.41,1.66
北2-丁3-540,199403,6924547,2.9,851,2.1,6,1188.1,22.8173,12.32,38.33,67.85,12.32
北2-丁3-540,199404,6924547,6,336,2.1,6,1163.8,22.9292,12.41,40.13,69.07,12.41
北2-丁3-540,199405,6924547,5.8,417,2.1,6,1263.2,23.0503,10.76,40.75,73.58,10.76
北2-丁3-540,199406,6924547,7.6,188,2.1,6,1067.1,23.1689,8.63,39.52,78.17,8.63
北2-丁3-540,199407,6924547,7.6,188,2.1,6,854.5,23.2953,18.95,77.68,75.61,18.95
北2-丁3-540,199408,6924547,7.6,188,0,0,0,23.4164,0,0,0,0
北2-丁3-540,199409,6924547,7.6,188,3,6,1016,23.5354,3.64,33.87,89.24,3.64
北2-丁3-540,199410,6924547,7.6,188,3,6,1368.8,23.6607,12.13,48.89,75.18,12.13
北2-丁3-540,199411,6924547,4.2,815,3,6,2790.6,23.7818,18.99,93.02,79.58,18.99
北2-丁3-540,199412,6924547,4.7,804,3,6,2987.6,23.9029,15.15,96.37,84.28,15.15
北2-丁3-540,199501,6924547,5,711,3,6,2887.4,24.0206,12.47,93.14,86.61,12.47
北2-丁3-540,199502,6924547,5.2,695,3,6,2500.1,24.1289,15.17,89.29,83.01,15.17
北2-丁3-540,199503,6924547,4.5,804,3,6,2805.2,24.2465,13.62,90.49,84.95,13.62
北2-丁3-540,199504,6924547,4.5,798,3,6,2204.3,24.3586,9.28,78.73,88.22,9.28
北2-丁3-540,199505,6924547,8.7,105,3,6,2022.4,24.4744,4.99,65.24,92.35,4.99
北2-丁3-540,199506,6924547,7.9,152,3,6,1834.8,24.5871,5.13,63.27,91.88,5.13
北2-丁3-540,199507,6924547,3.7,834,3,6,3268.9,24.7014,8.92,105.45,91.54,8.92
北2-丁3-540,199508,6924547,4.3,767,3,6,2696.4,24.8121,13.78,92.98,85.18,13.78
北2-丁3-540,199509,6924547,4.6,838,3,6,2926,24.9211,12.92,97.53,86.76,12.92
北2-丁3-540,199510,6924547,4.8,853,3,6,2882.3,25.0356,13.06,92.98,85.96,13.06
北2-丁3-540,199511,6924547,4,856,3,6,2933.1,25.1557,12.51,97.77,87.2,12.51
北2-丁3-540,199512,6924547,5.3,781,3,6,2205.2,25.2708,10.68,81.67,86.92,10.68
北2-丁3-540,199601,6924547,4.6,880,3,6,90.2,25.3848,0.19,2.91,93.57,0.19
北2-丁3-540,199602,6924547,5.1,802,3,6,1567.4,25.4963,7.37,54.05,86.37,7.37
北2-丁3-540,199603,6924547,5.5,743,3,6,2080.4,25.6109,8.42,71.74,88.26,8.42
北2-丁3-540,199604,6924547,5.7,710,3,6,3614.2,25.7266,13.2,120.47,89.04,13.2
北2-丁3-540,199605,6924547,6.6,424,3,6,3003.9,25.8422,11.81,96.9,87.81,11.81
北2-丁3-540,199606,6924547,6.6,424,3,6,2420,25.955,11.41,80.67,85.85,11.41
北2-丁3-540,199607,6924547,8.2,156,3,6,1814,26.068,7.99,64.79,87.66,7.99
北2-丁3-540,199608,6924547,8.2,156,3,6,1970.8,26.1806,9.32,72.99,87.23,9.32
北2-丁3-540,199609,6924547,8.2,156,3,6,2413.4,26.2812,9.56,80.45,88.12,9.56
北2-丁3-540,199610,6924547,8.2,156,3,6,2164.8,26.3863,8.9,72.16,87.67,8.9
北2-丁3-540,199611,6924547,8.2,156,3,6,536,26.4848,2.37,23.3,89.85,2.37
北2-丁3-540,199612,6924547,8.2,156,3,6,586.1,26.5843,2.54,18.91,86.59,2.54
北2-丁3-540,199701,6924547,8.2,156,3,6,623.6,26.6843,2.56,20.12,87.28,2.56
北2-丁3-540,199702,6924547,8.2,156,3,6,592.1,26.7739,3.15,21.15,85.12,3.15
北2-丁3-540,199703,6924547,8.2,156,3,6,1205.9,26.8676,5.25,38.9,86.49,5.25
北2-丁3-540,199704,6924547,8.2,156,3,6,1430.6,26.961,4.29,47.69,91.01,4.29
北2-丁3-642,199408,6924449,3.3,674,2.1,6,708.3,23.4164,8.59,22.85,62.4,8.59
北2-丁3-642,199409,6924449,2.6,815,2.1,6,673.3,23.5354,8.05,22.44,64.13,8.05
北2-丁3-642,199410,6924449,2.3,886,2.1,6,722,23.6607,8.09,23.29,65.26,8.09
北2-丁3-642,199411,6924449,3.1,754,2.1,6,683,23.7818,5.45,22.77,76.08,5.45
北2-丁3-642,199412,6924449,3.1,733,2.1,6,553,23.9029,5.23,17.84,70.67,5.23
北2-丁3-642,199501,6924449,2.3,869,2.1,6,405.2,24.0206,4.12,14.47,71.54,4.12
北2-丁3-642,199502,6924449,2.6,859,2.1,6,291.7,24.1289,2.94,10.42,71.79,2.94
北2-丁3-642,199503,6924449,3.8,650,2.1,6,234.9,24.2465,2.22,7.58,70.71,2.22
北2-丁3-642,199504,6924449,4.5,483,2.1,6,302.1,24.3586,2.91,10.07,71.14,2.91
北2-丁3-642,199505,6924449,4.8,444,2.1,6,508.4,24.4744,3.71,16.4,77.36,3.71
北2-丁3-642,199506,6924449,5.3,455,2.1,6,627.7,24.5871,4.67,20.92,77.68,4.67
北2-丁3-642,199507,6924449,7.2,117,2.1,6,767.3,24.7014,6.01,26.46,77.3,6.01
北2-丁3-642,199508,6924449,4,657,2.1,6,1178.3,24.8121,8.43,38.01,77.82,8.43
北2-丁3-642,199509,6924449,5.2,599,2.1,6,1108.1,24.9211,6.95,36.94,81.19,6.95
北2-丁3-642,199510,6924449,4.5,621,2.1,6,1087.5,25.0356,7.01,37.5,81.31,7.01
北2-丁3-642,199511,6924449,6.7,311,2.1,6,1321,25.1557,6.89,44.03,84.35,6.89
北2-丁3-642,199512,6924449,7.8,177,2.1,6,1285,25.2708,6.48,41.45,84.36,6.48
北2-丁3-642,199601,6924449,6.4,361,2.1,6,1187.8,25.3848,6.92,42.42,83.69,6.92
北2-丁3-642,199602,6924449,5.9,397,2.1,6,1197.6,25.4963,6.6,41.3,84.02,6.6
北2-丁3-642,199603,6924449,5.7,439,2.1,6,1213.9,25.6109,5.74,39.16,85.35,5.74
北2-丁3-642,199604,6924449,6.1,359,2.1,6,1356.5,25.7266,6.11,45.22,86.49,6.11
北2-丁3-642,199605,6924449,6.1,359,2.1,6,1522.2,25.8422,6.76,49.1,86.24,6.76
北2-丁3-642,199606,6924449,6.1,359,2.1,6,1571.6,25.955,7.71,52.39,85.28,7.71
北2-丁3-642,199607,6924449,5.5,394,2.1,6,1477.1,26.068,7.44,52.75,85.89,7.44
北2-丁3-642,199608,6924449,4.1,566,2.1,6,1663.2,26.1806,8.67,53.65,83.84,8.67
北2-丁3-642,199609,6924449,5.2,425,2.1,6,1516.9,26.2812,7.56,50.56,85.06,7.56
北2-丁3-642,199610,6924449,4.1,525,2.1,6,1499.3,26.3863,7.05,49.98,85.9,7.05
北2-丁3-642,199611,6924449,4.1,525,2.1,6,1436.6,26.4848,7.16,47.89,85.04,7.16
