JH,SJ,YZB,LY,DYM,CC1,CC2,YCYE,CCCD,RCY,RCYE,HSL,YCY
北1-丁1-54,198803,6921649,2.9,441.6,0,0,4756.5,17.1479,39.34,153.44,74.36,39.34
北1-丁1-54,198804,6921649,3,520,0,0,4691,17.2117,39.36,156.37,74.83,39.36
北1-丁1-54,198805,6921649,3,632.1,0,0,4868.1,17.2776,39.7,157.04,74.72,39.7
北1-丁1-54,198806,6921649,4.2,719.7,0,0,4125.5,17.3431,39.87,152.8,73.91,39.87
北1-丁1-54,198807,6921649,4.9,588,0,0,4507.1,17.4095,39.79,145.39,72.63,39.79
北1-丁1-54,198808,6921649,5.2,537,0,0,4353.3,17.4738,37.82,140.43,73.07,37.82
北1-丁1-54,198809,6921649,5.1,551,0,0,4037.5,17.5347,37.69,134.58,72,37.69
北1-丁1-54,198810,6921649,4.7,614,0,0,3768.3,17.593,31.78,121.56,73.86,31.78
北1-丁1-54,198811,6921649,4.4,674,0,0,3521.8,17.6517,32.08,117.39,72.67,32.08
北1-丁1-54,198812,6921649,5.8,433,0,0,3275.8,17.7121,30.01,105.67,71.6,30.01
北1-丁1-54,198901,6921649,5.5,490,0,0,3075.9,17.7695,30.17,99.22,69.6,30.17
北1-丁1-54,198902,6921649,4.8,619,0,0,2978.5,17.8212,29.81,106.38,71.98,29.81
北1-丁1-54,198903,6921649,4.3,739,0,0,3299.6,17.8804,24.35,106.44,77.13,24.35
北1-丁1-54,198904,6921649,3.7,760,0,0,3144.8,17.938,24.6,104.83,76.54,24.6
北1-丁1-54,198905,6921649,2.1,711,0,0,3272.4,17.9964,23.85,105.56,77.4,23.85
北1-丁1-54,198906,6921649,2.9,743,0,0,3286.2,18.0545,21.33,109.54,80.53,21.33
北1-丁1-54,198907,6921649,2.9,733,0,0,3272.8,18.115,22.09,105.57,79.08,22.09
北1-丁1-54,198908,6921649,2.8,803,0,0,3471.8,18.1804,24.75,111.99,77.9,24.75
北1-丁1-54,198909,6921649,2.6,703,0,0,3303.6,18.2401,25.18,110.12,77.13,25.18
北1-丁1-54,198910,6921649,2.5,813,0,0,3532,18.2994,26.12,113.94,77.08,26.12
北1-丁1-54,198911,6921649,2.5,794,0,0,3712.3,18.3588,29.47,123.74,76.19,29.47
北1-丁1-54,198912,6921649,2.6,782,0,0,4088.2,18.422,25.55,131.88,80.63,25.55
北1-丁1-54,199001,6921649,2.6,832,0,0,3356.8,18.4815,20.99,108.28,80.62,20.99
北1-丁1-54,199002,6921649,2.7,809,0,0,2866.6,18.5356,20.18,102.38,80.29,20.18
北1-丁1-54,199003,6921649,2.6,828,0,0,3111.2,18.5921,20.39,100.36,79.68,20.39
北1-丁1-54,199004,6921649,2.7,824,0,0,3017.7,18.6485,20.5,100.59,79.62,20.5
北1-丁1-54,199005,6921649,2.6,827,0,0,3150.1,18.7055,18.8,101.62,81.5,18.8
北1-丁1-54,199006,6921649,3,721,0,0,3213.9,18.7574,20.45,107.13,80.91,20.45
北1-丁1-54,199007,6921649,2.6,829,0,0,3161.9,18.8095,20.71,102,79.69,20.71
北1-丁1-54,199008,6921649,2.5,826,0,0,3077.6,18.8593,20.08,99.28,79.77,20.08
北1-丁1-54,199009,6921649,2.3,830,0,0,3089.6,18.9093,22.73,102.99,77.93,22.73
北1-丁1-54,199010,6921649,2.3,829,0,0,3165.4,18.9603,22.8,102.11,77.67,22.8
北1-丁1-54,199011,6921649,2.3,828,0,0,2892.8,19.008,21.5,96.43,77.7,21.5
北1-丁1-54,199012,6921649,2.4,820,0,0,2424.7,19.0578,18.63,78.22,76.18,18.63
北1-丁1-54,199101,6921649,2.4,828,0,0,1920.8,19.1058,14.2,68.6,79.3,14.2
北1-丁1-54,199102,6921649,2.6,801,0,0,1841.5,19.147,14.36,65.77,78.17,14.36
北1-丁1-54,199103,6921649,2.5,823,0,0,2089.4,19.193,16.9,67.4,74.93,16.9
北1-丁1-54,199104,6921649,6.3,210,0,0,1003.3,19.2291,15.95,62.71,74.56,15.95
北1-丁1-54,199105,6921649,2.9,812,0,0,1399,19.2679,19.54,107.62,81.84,19.54
北1-丁1-54,199106,6921649,2.7,826,0,0,3108.6,19.3137,20.06,103.62,80.64,20.06
北1-丁1-54,199107,6921649,2.6,830,0,0,2671,19.3605,18.61,92.1,79.79,18.61
北1-丁1-54,199108,6921649,2.8,762,0,0,2563.4,19.4088,16.96,82.69,79.48,16.96
北1-丁1-54,199109,6921649,3.1,681,0,0,2557.3,19.4618,16.78,85.24,80.32,16.78
北1-丁1-54,199110,6921649,2.9,740,0,0,2496.2,19.522,16.25,80.52,79.83,16.25
北1-丁1-54,199111,6921649,2.6,816,0,0,2530,19.5865,15.87,87.24,81.81,15.87
北1-丁1-54,199112,6921649,2.7,783,0,0,2759.5,19.6599,16.58,89.02,81.37,16.58
北1-丁1-54,199201,6921649,2.9,728,0,0,2992.5,19.747,18.67,96.53,80.66,18.67
北1-丁1-54,199202,6921649,2.7,807,0,0,1918.8,19.8239,12.32,95.94,87.16,12.32
北1-丁1-54,199203,6921649,2.7,807,0,0,3692.7,19.9071,14.28,147.71,90.33,14.28
北1-丁1-54,199204,6921649,2.7,807,0,0,2450.7,19.986,16.49,81.69,79.81,16.49
北1-丁1-54,199205,6921649,2.7,728,0,0,2633.5,20.0678,17.64,84.95,79.24,17.64
北1-丁1-54,199206,6921649,2.8,807,0,0,2426.8,20.1392,16.52,80.89,79.58,16.52
北1-丁1-54,199207,6921649,2.8,793,0,0,2773.4,20.2204,18.91,89.46,78.86,18.91
北1-丁1-54,199208,6921649,2.9,755,0,0,2810,20.3026,18.36,90.65,79.75,18.36
北1-丁1-54,199209,6921649,3.3,667,0,0,2732.4,20.3801,17.8,91.08,80.46,17.8
北1-丁1-54,199210,6921649,1.1,726,0,0,2890.5,20.4622,16.59,93.24,82.2,16.59
北1-丁1-54,199211,6921649,3.5,625,0,0,2506.2,20.5385,14.83,83.54,82.24,14.83
北1-丁1-54,199212,6921649,3.7,589,0,0,2461.2,20.6213,13.79,79.39,82.63,13.79
北1-丁1-54,199301,6921649,2.9,596,0,0,2464.3,20.7041,14.81,79.49,81.37,14.81
北1-丁1-54,199302,6921649,4.2,490,0,0,2284.2,20.7796,15.17,81.58,81.4,15.17
北1-丁1-54,199303,6921649,4,563,0,0,2411.4,20.8656,14.85,77.79,80.91,14.85
北1-丁1-54,199304,6921649,3.6,598,0,0,2170.5,20.9492,13.22,72.35,81.73,13.22
北1-丁1-54,199305,6921649,3.5,660,0,0,1944.8,21.0343,12.15,62.74,80.63,12.15
北1-丁1-54,199306,6921649,2.9,748,0,0,1697.5,21.1166,10.54,56.58,81.38,10.54
北1-丁1-54,199307,6921649,3.2,658,0,0,2010.9,21.1988,15.02,64.87,76.85,15.02
北1-丁1-54,199308,6921649,3.4,622,0,0,2179.6,21.2805,15.63,70.31,77.78,15.63
北1-丁1-54,199309,6921649,3.4,665,0,0,2120.3,21.3606,14.57,70.68,79.38,14.57
北1-丁1-54,199310,6921649,3.4,658,0,0,2136.9,21.4419,11.87,68.93,82.78,11.87
北1-丁1-54,199311,6921649,3.6,597,0,0,2255.8,21.5214,12.57,75.19,83.28,12.57
北1-丁1-54,199312,6921649,2.8,712,0,0,2306.8,21.6011,11.38,74.41,84.71,11.38
北1-丁1-54,199401,6921649,3.2,634,0,0,2568.9,21.6821,12.04,82.87,85.47,12.04
北1-丁1-54,199402,6921649,2.8,707,0,0,2224.5,21.7565,12.48,79.45,84.29,12.48
北1-丁1-54,199403,6921649,3,688,0,0,2562.2,21.8362,12.39,82.65,85.01,12.39
北1-丁1-54,199404,6921649,2.8,696,0,0,2521.6,21.9137,13.3,84.05,84.17,13.3
北1-丁1-54,199405,6921649,3.4,584,0,0,2446,21.9927,14.14,78.9,82.09,14.14
北1-丁1-54,199406,6921649,3.3,617,0,0,2187.6,22.0683,12.63,72.92,82.68,12.63
北1-丁1-54,199407,6921649,3.4,587,0,0,2339.5,22.144,13.91,75.47,81.56,13.91
北1-丁1-54,199408,6921649,3.6,542,0,0,2501.8,22.2156,14.67,80.7,81.82,14.67
北1-丁1-54,199409,6921649,3,665,0,0,2439.6,22.2817,13.86,81.32,82.96,13.86
北1-丁1-54,199410,6921649,3.8,520,0,0,2345.7,22.3507,13.01,75.67,82.8,13.01
北1-丁1-54,199411,6921649,4.3,436,0,0,2413.2,22.4189,13.61,80.44,83.08,13.61
北1-丁1-54,199412,6921649,3.6,555,0,0,2457.3,22.491,13.61,79.27,82.83,13.61
北1-丁1-54,199501,6921649,3.7,525,0,0,2401.4,22.5592,13.21,77.46,82.95,13.21
北1-丁1-54,199502,6921649,3.4,609,0,0,2171.8,22.62,13.03,77.56,83.2,13.03
北1-丁1-54,199503,6921649,3.3,592,0,0,2446.1,22.6878,13.62,78.91,82.74,13.62
北1-丁1-54,199504,6921649,4.5,410,0,0,2433.6,22.7533,13.09,81.12,83.86,13.09
北1-丁1-54,199505,6921649,5.5,259,0,0,2737.9,22.8205,13.98,88.32,84.17,13.98
北1-丁1-54,199506,6921649,5.6,259,0,0,2753.3,22.8862,14.87,91.78,83.79,14.87
北1-丁1-54,199507,6921649,5.4,279,0,0,2661,22.9568,13.61,85.84,84.15,13.61
北1-丁1-54,199508,6921649,6.1,196,0,0,2939.6,23.0306,15.54,94.83,83.61,15.54
北1-丁1-54,199509,6921649,7.1,59,0,0,2626.2,23.0972,13.85,87.54,84.18,13.85
北1-丁1-54,199510,6921649,5.9,259,0,0,2874.1,23.1664,14.78,92.71,84.05,14.78
北1-丁1-54,199511,6921649,5.9,259,0,0,3430.6,23.2359,17.98,114.35,84.28,17.98
北1-丁1-54,199512,6921649,6.3,170,0,0,3471.4,23.3065,17.64,111.98,84.25,17.64
北1-丁1-54,199601,6921649,6.7,200,0,0,3155.4,23.3724,16.91,101.79,83.39,16.91
北1-丁1-54,199602,6921649,6.8,122,0,0,3209.1,23.4295,25.69,110.66,76.78,25.69
北1-丁1-54,199603,6921649,6.8,122,0,0,3513.5,23.4919,30.53,113.34,73.07,30.53
北1-丁1-54,199604,6921649,6.8,122,0,0,2894.5,23.553,22.07,96.48,77.12,22.07
北1-丁1-54,199605,6921649,6.8,122,0,0,3094.4,23.6154,18.36,99.82,81.61,18.36
北1-丁1-54,199606,6921649,6.8,122,0,0,2180.9,23.6765,17.15,99.13,82.7,17.15
北1-丁1-54,199607,6921649,6.8,122,0,0,2913.1,23.739,15.73,93.97,83.26,15.73
北1-丁1-54,199608,6921649,6.8,122,0,0,3071.2,23.802,16.64,99.07,83.2,16.64
北1-丁1-54,199609,6921649,6.8,122,0,0,3389.7,23.865,21.87,112.99,80.64,21.87
北1-丁1-54,199610,6921649,6.8,122,0,0,2697.8,23.9274,20.11,117.3,82.86,20.11
北1-丁1-54,199611,6921649,6.8,122,0,0,3205.4,23.9856,15.58,106.85,85.42,15.58
北1-丁1-54,199612,6921649,6.8,122,0,0,3804,24.0473,16.53,122.71,86.53,16.53
北1-丁1-54,199701,6921649,6.8,122,0,0,3890.1,24.1054,12.7,125.49,89.88,12.7
北1-丁1-54,199702,6921649,6.8,122,0,0,3556.1,24.1581,12.9,127,89.84,12.9
北1-丁1-54,199703,6921649,6.8,122,0,0,3643.4,24.2178,15.79,117.53,86.56,15.79
北1-丁1-54,199704,6921649,6.8,122,0,0,3068.9,24.2708,15.25,102.3,85.1,15.25
北1-丁1-54,199705,6921649,6.8,122,0,0,3926.1,24.324,21.43,130.87,83.63,21.43
北1-丁1-54,199706,6921649,6.8,122,0,0,3996.3,24.3742,23.28,137.8,83.11,23.28
北1-丁1-54,199707,6921649,6.8,122,0,0,4696.1,24.4294,25.33,151.49,83.28,25.33
北1-丁1-54,199708,6921649,6.8,122,0,0,4161.7,24.4855,20.77,134.25,84.53,20.77
北1-丁1-54,199709,6921649,6.8,122,0,0,3833.6,24.5373,22.67,127.79,82.26,22.67
北1-丁1-54,199710,6921649,6.8,122,0,0,4067,24.587,19,135.57,85.99,19
北1-丁1-54,199711,6921649,6.8,122,0,0,4059.5,24.6362,10.77,135.32,92.04,10.77
北1-丁1-62,198306,6921150,9.57,569,0,0,1765.6,13.2921,23.95,58.85,59.3,23.95
北1-丁1-62,198307,6921150,9.57,569,0,0,1804.1,13.3719,18.23,58.2,68.68,18.23
北1-丁1-62,198308,6921150,9.51,569,0,0,1959.5,13.4519,28.05,63.21,55.63,28.05
北1-丁1-62,198309,6921150,9.45,569,0,0,1917.5,13.5281,22.22,63.92,65.24,22.22
北1-丁1-62,198310,6921150,9.45,569,0,0,2521.8,13.608,25.75,81.35,68.35,25.75
北1-丁1-62,198311,6921150,9.45,569,0,0,1975,13.6818,21.27,65.83,67.69,21.27
北1-丁1-62,198312,6921150,9.61,569,0,0,2110.4,13.7578,22.89,68.08,66.38,22.89
北1-丁1-62,198401,6921150,9.61,569,0,0,2307,13.8286,22.29,74.42,70.04,22.29
北1-丁1-62,198402,6921150,1,569,0,0,2288.3,13.907,26.8,78.91,66.03,26.8
北1-丁1-62,198403,6921150,9.5,569,0,0,1878.6,13.9843,21.71,60.6,64.17,21.71
北1-丁1-62,198404,6921150,9.5,569,0,0,1851.4,14.0634,23.31,61.71,62.23,23.31
北1-丁1-62,198405,6921150,1,569,0,0,2015.8,14.1401,24.15,65.03,62.86,24.15
北1-丁1-62,198406,6921150,10,569,0,0,2026.3,14.218,20.58,67.54,69.53,20.58
北1-丁1-62,198407,6921150,9.4,569,0,0,2183.7,14.2976,24.49,70.44,65.23,24.49
北1-丁1-62,198408,6921150,9.3,569,0,0,2127.4,14.371,21.99,68.63,67.95,21.99
北1-丁1-62,198409,6921150,9.4,569,0,0,2434.3,14.4466,25.3,83.94,69.86,25.3
北1-丁1-62,198410,6921150,9.4,569,0,0,2616.3,14.5185,20.19,84.4,76.08,20.19
北1-丁1-62,198411,6921150,9.7,569,0,0,2639,14.5932,23.09,87.97,73.75,23.09
北1-丁1-62,198412,6921150,9.7,569,0,0,2760.6,14.6678,23.86,89.05,73.2,23.86
北1-丁1-62,198501,6921150,9.4,569,0,0,3042.3,14.7428,26.76,98.14,72.73,26.76
北1-丁1-62,198502,6921150,9.4,569,0,0,2796.7,14.8094,27.12,99.88,72.85,27.12
北1-丁1-62,198503,6921150,9.4,569,0,0,2948.6,14.8797,22.07,95.12,76.79,22.07
北1-丁1-62,198504,6921150,9.4,569,0,0,2348.9,14.9468,12.07,78.3,84.58,12.07
北1-丁1-62,198505,6921150,9.5,569,0,0,2452.4,15.0131,10.88,79.11,86.25,10.88
北1-丁1-62,198506,6921150,9.4,569,0,0,2329.4,15.0778,11.24,77.65,85.52,11.24
北1-丁1-62,198507,6921150,9.7,569,0,0,2291.5,15.1457,9.31,73.92,87.41,9.31
北1-丁1-62,198508,6921150,9.4,569,0,0,2223.7,15.2113,13.3,71.73,81.45,13.3
北1-丁1-62,198509,6921150,9.4,569,0,0,2598.4,15.2742,17.34,86.61,79.98,17.34
北1-丁1-62,198510,6921150,9.2,569,0,0,4277.2,15.3433,18.9,137.97,86.3,18.9
北1-丁1-62,198511,6921150,9.4,569,0,0,3681.1,15.4104,13.89,122.7,88.68,13.89
北1-丁1-62,198512,6921150,9.5,569,0,0,3548.7,15.4791,13.28,114.47,88.4,13.28
北1-丁1-62,198601,6921150,9.6,569,0,0,3214.7,15.5396,12.64,103.7,87.82,12.64
北1-丁1-62,198602,6921150,9.8,569,0,0,2805.1,15.5903,12.9,100.18,87.12,12.9
北1-丁1-62,198603,6921150,10.2,569,0,0,2981.4,15.6458,10.75,96.17,88.83,10.75
北1-丁1-62,198604,6921150,9.8,569,0,0,3047.6,15.6985,10.78,101.59,89.39,10.78
北1-丁1-62,198605,6921150,9.7,569,0,0,3372.2,15.7554,10.99,108.78,89.9,10.99
北1-丁1-66,199210,6920912,7.6,24,3,6,2271.5,20.4622,28.8,73.27,60.7,28.8
北1-丁1-66,199211,6920912,7.3,74,3,6,2260.2,20.5385,25.38,75.34,66.32,25.38
北1-丁1-66,199212,6920912,7.3,74,3,6,2826.4,20.6213,23.75,91.17,73.96,23.75
北1-丁1-66,199301,6920912,7.3,74,3,6,2843,20.7041,22.66,91.71,75.29,22.66
北1-丁1-66,199302,6920912,7.3,74,3,6,2683.5,20.7796,22.91,95.84,76.09,22.91
北1-丁1-66,199303,6920912,7.3,74,3,6,2748.6,20.8656,22.91,88.66,74.16,22.91
北1-丁1-66,199304,6920912,3.6,629,3,6,2140.8,20.9492,25.92,73.82,64.89,25.92
北1-丁1-66,199305,6920912,3.9,597,3,6,2366,21.0343,23.48,76.32,69.23,23.48
北1-丁1-66,199306,6920912,7.5,111,3,6,2864.2,21.1166,19.18,95.47,79.91,19.18
北1-丁1-66,199307,6920912,7.5,111,3,6,3624.3,21.1988,21.27,116.91,81.81,21.27
北1-丁1-66,199308,6920912,5.4,399,3,6,3597.8,21.2805,20.97,116.06,81.93,20.97
北1-丁1-66,199309,6920912,4.8,500,3,6,3647.8,21.3606,25.42,121.59,79.09,25.42
北1-丁1-66,199310,6920912,3,777,3,6,3664.2,21.4419,29.24,118.2,75.27,29.24
北1-丁1-66,199311,6920912,2.9,818,3,6,3332.3,21.5214,24.71,111.08,77.75,24.71
北1-丁1-66,199312,6920912,2.7,869,3,6,3242.5,21.6011,23.97,104.6,77.09,23.97
北1-丁1-66,199401,6920912,3.2,713,3,6,3193.7,21.6821,28.95,103.02,71.9,28.95
北1-丁1-66,199402,6920912,2.6,848,3,6,2584.1,21.7565,22.16,92.29,75.98,22.16
北1-丁1-66,199403,6920912,3.3,698,3,6,3027.5,21.8362,23.52,100.92,76.7,23.52
北1-丁1-66,199404,6920912,4.1,589,3,6,3170.3,21.9137,20.67,105.68,80.44,20.67
北1-丁1-66,199405,6920912,7.6,105,3,6,2922.1,21.9927,16.67,94.26,82.31,16.67
北1-丁1-66,199406,6920912,6.1,302,3,6,3490.1,22.0683,20.09,120.35,83.31,20.09
北1-丁1-66,199407,6920912,6.4,273,3,6,4254.9,22.144,24.97,137.25,81.8,24.97
北1-丁1-66,199408,6920912,7,200,3,6,4119.5,22.2156,21.07,132.89,84.15,21.07
北1-丁1-66,199409,6920912,6,349,3,6,3615.7,22.2817,19.96,120.52,83.44,19.96
北1-丁1-66,199410,6920912,7,225,3,6,2992.3,22.3507,16.5,96.53,82.91,16.5
北1-丁1-66,199411,6920912,6.9,196,3,6,2807.4,22.4189,12.94,93.58,86.18,12.94
北1-丁1-66,199412,6920912,7.3,146,3,6,2623.5,22.491,14.74,84.63,82.58,14.74
北1-丁1-66,199501,6920912,7.6,105,3,6,2732.5,22.5592,15.07,88.15,82.9,15.07
北1-丁1-66,199502,6920912,7.3,141,3,6,2759.9,22.62,14.17,98.57,85.62,14.17
北1-丁1-66,199503,6920912,7.2,167,3,6,3232.9,22.6878,15.72,104.29,84.93,15.72
北1-丁1-66,199504,6920912,6.7,231,3,6,3897.6,22.7533,15.37,129.92,88.17,15.37
北1-丁1-66,199505,6920912,6.3,280,3,6,4265.2,22.8205,22.16,137.59,83.89,22.16
北1-丁1-66,199506,6920912,6,308,3,6,4539,22.8862,22.15,151.3,85.36,22.15
北1-丁1-66,199507,6920912,6.7,223,3,6,4851.4,22.9568,20.98,156.5,86.59,20.98
北1-丁1-66,199508,6920912,5.2,327,3,6,4625.5,23.0306,19.61,149.21,86.86,19.61
北1-丁1-66,199509,6920912,6.2,292,3,6,3856.8,23.0972,13.34,128.56,89.62,13.34
北1-丁1-66,199510,6920912,6.4,268,3,6,3232.8,23.1664,13.9,104.28,86.67,13.9
北1-丁1-66,199511,6920912,6.8,219,3,6,3031,23.2359,13.44,101.03,86.69,13.44
北1-丁1-66,199512,6920912,6.8,219,3,6,2713.5,23.3065,9.56,87.53,89.08,9.56
北1-丁1-66,199601,6920912,6.8,219,3,6,976.6,23.3724,4.11,46.5,91.16,4.11
北1-丁1-66,199602,6920912,6.8,219,3,6,1054.5,23.4295,4,36.36,89.01,4
北1-丁1-66,199603,6920912,6.8,219,3,6,3092.5,23.4919,13.24,99.76,86.73,13.24
北1-丁1-66,199604,6920912,6.8,219,3,6,3062.4,23.553,14.21,102.08,86.08,14.21
北1-丁1-66,199605,6920912,6.8,219,3,6,3059.1,23.6154,12.49,98.68,87.35,12.49
北1-丁1-66,199606,6920912,6.8,219,3,6,2169.1,23.6765,7.45,72.3,89.7,7.45
北1-丁1-66,199607,6920912,6.8,219,3,6,2085.2,23.739,7.51,67.26,88.84,7.51
北1-丁1-66,199608,6920912,6.8,219,3,6,2370.7,23.802,7.47,76.47,90.23,7.47
北1-丁1-66,199609,6920912,6.8,219,3,6,2455.1,23.865,9.16,81.84,88.81,9.16
北1-丁1-66,199610,6920912,6.8,219,3,6,2720.6,23.9274,8.07,87.76,90.8,8.07
北2-6-73,198211,6920767,11.04,675,0,0,1481.1,12.7037,18.8,49.37,61.92,18.8
北2-6-73,198212,6920767,10.52,675,0,0,1570.9,12.7861,17.82,50.67,64.83,17.82
北2-6-73,198301,6920767,10.75,675,0,0,1589.2,12.8731,18.08,51.26,64.74,18.08
北2-6-73,198302,6920767,10.75,675,0,0,1526.1,12.9555,18.97,54.5,65.19,18.97
北2-6-73,198303,6920767,11.28,675,0,0,1853.5,13.0449,17.61,59.79,70.55,17.61
北2-6-73,198304,6920767,10.9,675,0,0,1901.9,13.1273,20.75,63.4,67.26,20.75
北2-6-73,198305,6920767,10.9,675,0,0,1926.6,13.212,17.78,62.15,71.38,17.78
北2-6-73,198306,6920767,10.81,675,0,0,1922.9,13.2921,21.82,64.1,65.96,21.82
北2-6-73,198307,6920767,11.1,675,0,0,1965.9,13.3719,20.79,63.42,67.22,20.79
北2-6-73,198308,6920767,11.1,675,0,0,1943.1,13.4519,17.64,62.68,71.86,17.64
北2-6-73,198309,6920767,11.35,675,0,0,1970.6,13.5281,19.35,65.69,70.54,19.35
北2-6-73,198310,6920767,11.01,675,0,0,1988.8,13.608,19.41,64.15,69.75,19.41
北2-6-73,198311,6920767,11.01,675,0,0,1903.7,13.6818,17.4,63.46,72.58,17.4
北2-6-73,198312,6920767,10.97,675,0,0,2114,13.7578,22.15,68.19,67.52,22.15
北2-6-73,198401,6920767,10.97,675,0,0,1838.3,13.8286,17.27,59.3,70.88,17.27
北2-6-73,198402,6920767,1,675,0,0,1898.3,13.907,17.01,65.46,74.02,17.01
北2-6-73,198403,6920767,10.9,675,0,0,1942.5,13.9843,16.38,62.66,73.85,16.38
北2-6-73,198404,6920767,1,675,0,0,1911.6,14.0634,15.26,63.72,76.06,15.26
北2-6-73,198405,6920767,1,675,0,0,1996.9,14.1401,14.75,64.42,77.09,14.75
北2-6-73,198406,6920767,10,675,0,0,1987.5,14.218,16.01,66.25,75.84,16.01
北2-6-73,198407,6920767,11.5,675,0,0,1795.1,14.2976,13.5,57.91,76.69,13.5
北2-6-73,198408,6920767,11.8,675,0,0,1573.5,14.371,10.27,50.76,79.76,10.27
北2-6-73,198409,6920767,11.4,675,0,0,1646.8,14.4466,15.82,54.89,71.19,15.82
北2-6-73,198410,6920767,11.2,675,0,0,1736.8,14.5185,14.11,56.03,74.81,14.11
北2-6-73,198411,6920767,11.2,675,0,0,1844.8,14.5932,12.39,61.49,79.86,12.39
北2-6-73,198412,6920767,10.9,675,0,0,1918.2,14.6678,14.32,61.88,76.85,14.32
北2-6-73,198501,6920767,11.2,675,0,0,2205.7,14.7428,16.08,71.15,77.4,16.08
北2-6-73,198502,6920767,11.2,675,0,0,2108.1,14.8094,16.19,75.29,78.5,16.19
北2-6-73,198503,6920767,11,675,0,0,2455.1,14.8797,19.25,79.2,75.69,19.25
北2-6-73,198504,6920767,11.3,675,0,0,2359.3,14.9468,19.47,78.64,75.24,19.47
北2-6-73,198505,6920767,11.3,675,0,0,2409.1,15.0131,17.71,77.71,77.21,17.71
北2-6-73,198506,6920767,11.1,675,0,0,2333.3,15.0778,18.24,77.78,76.54,18.24
北2-6-73,198507,6920767,10.7,675,0,0,2412.5,15.1457,17.85,77.82,77.07,17.85
北2-6-73,198508,6920767,11.1,675,0,0,2388,15.2113,18.57,77.03,75.89,18.57
北2-6-73,198509,6920767,11.1,675,0,0,1878.7,15.2742,14.73,62.62,76.48,14.73
北2-6-73,198510,6920767,11.4,675,0,0,1643.4,15.3433,10.98,53.01,79.29,10.98
北2-6-73,198511,6920767,11.5,675,0,0,1934.3,15.4104,15.58,64.48,75.83,15.58
北2-6-73,198512,6920767,11.6,675,0,0,1913.4,15.4791,12.4,61.72,79.92,12.4
北2-6-73,198601,6920767,11.3,675,0,0,1957.2,15.5396,13.27,63.14,78.99,13.27
北2-6-73,198602,6920767,11,675,0,0,1856.6,15.5903,13.48,66.31,79.68,13.48
北2-6-73,198603,6920767,10.4,675,0,0,2204.8,15.6458,14.02,71.12,80.28,14.02
北2-6-73,198604,6920767,11.2,675,0,0,2006.4,15.6985,12.96,66.88,80.63,12.96
北2-6-73,198807,6920767,10.6,675,3,6,1205.2,17.4095,25.53,86.09,70.35,25.53
北2-6-73,198808,6920767,9.8,675,3,6,2144.9,17.4738,22.3,69.19,67.77,22.3
北2-6-73,198809,6920767,10,185,3,6,1899,17.5347,16.99,63.3,73.16,16.99
北2-6-73,198810,6920767,9.6,253,3,6,1947.5,17.593,16.42,62.82,73.86,16.42
北2-6-73,198811,6920767,8.9,323,3,6,1737.7,17.6517,14.88,57.92,74.31,14.88
北2-6-73,198812,6920767,8.3,286,3,6,2841.9,17.7121,21.15,91.67,76.93,21.15
北2-6-73,198901,6920767,8.9,245,3,6,3148.9,17.7695,24.55,101.58,75.83,24.55
北2-6-73,198902,6920767,8.9,318,3,6,3024.5,17.8212,21.89,108.02,79.74,21.89
北2-6-73,198903,6920767,9,219,3,6,3354.3,17.8804,26.62,108.2,75.4,26.62
北2-6-73,198904,6920767,8.9,204,3,6,2851.6,17.938,21.53,95.05,77.35,21.53
北2-6-73,198905,6920767,8.2,191,3,6,2821.1,17.9964,21.75,91,76.09,21.75
北2-6-73,198906,6920767,7.2,299,3,6,2729.9,18.0545,17,91,81.31,17
北2-6-73,198907,6920767,6.9,202,3,6,1478.7,18.115,9.46,49.29,80.81,9.46
北2-6-73,198908,6920767,7.6,42,3,6,1201.1,18.1804,7.27,41.42,82.45,7.27
北2-6-73,198909,6920767,7.4,124,3,6,1167.6,18.2401,8.2,38.92,78.94,8.2
北2-6-73,198910,6920767,8.3,99,3,6,995.2,18.2994,7.16,32.1,77.69,7.16
北2-6-73,198911,6920767,8.2,192,3,6,917.2,18.3588,5.86,30.57,80.82,5.86
北2-6-73,198912,6920767,8.3,163,3,6,1044.4,18.422,6.48,33.69,80.77,6.48
北2-6-73,199001,6920767,8.1,194,3,6,946.6,18.4815,6.03,30.54,80.26,6.03
北2-6-73,199002,6920767,8.1,194,3,6,935.9,18.5356,5.28,33.43,84.2,5.28
北2-6-73,199003,6920767,8.6,106,3,6,1285.2,18.5921,11.2,44.32,74.72,11.2
北2-6-73,199004,6920767,8.2,176,3,6,1907.6,18.6485,19.22,63.59,69.77,19.22
北2-6-73,199005,6920767,7.7,155,3,6,1652.3,18.7055,10.02,53.3,81.2,10.02
北2-6-73,199006,6920767,7.6,176,3,6,1524.2,18.7574,7.74,50.81,84.76,7.74
北2-6-73,199007,6920767,7,252,3,6,1566.5,18.8095,7.21,50.53,85.74,7.21
北2-6-73,199008,6920767,6.9,241,3,6,1502.8,18.8593,7,48.48,85.57,7
北2-6-73,199009,6920767,7.4,380,3,6,1454.2,18.9093,7.44,48.47,84.64,7.44
北2-6-73,199010,6920767,6.9,333,3,6,1601.7,18.9603,6.49,51.67,87.44,6.49
北2-丁4-53,198202,6923307,9.83,300,0,0,1230.3,11.9824,20.5,55.92,63.34,20.5
