jh,rq,real,predict,jdwc,xdwc,mpe
喇9-2412,1999-10-01,79.10275380367102,77.502625,1.6001292919522712,0.020228490349700215,-2.0228490349700214
喇9-2412,1999-11-01,78.37046077210462,76.62015,1.7503130670264966,0.022333836623932513,-2.2333836623932513
喇9-2731,2011-02-01,79.3940067139531,76.05588,3.338129028406229,0.04204510096628703,-4.204510096628703
喇9-2731,2011-03-01,75.79911364989984,75.73402,0.06509723144280599,0.0008588125679605755,-0.08588125679605756
喇9-2731,2011-04-01,77.3802008771455,76.431404,0.9487967633759666,0.012261492637920987,-1.2261492637920988
喇9-2731,2011-05-01,77.23041366614326,76.39343,0.8369810489557636,0.010837453915162498,-1.0837453915162498
喇9-2731,2011-06-01,75.008570036277,76.34599,1.3374230057151806,0.01783026932880272,1.7830269328802721
喇9-2731,2011-07-01,74.85046131355244,76.91346,2.0629984642795876,0.027561599862926438,2.756159986292644
喇9-2731,2011-08-01,75.30814445828145,77.31042,2.0022727170115218,0.02658773139896872,2.658773139896872
喇9-2731,2011-09-01,76.7976950565813,77.31584,0.5181466182233834,0.006746903248094032,0.6746903248094032
喇9-2731,2011-10-01,79.4106497373978,76.80392,2.6067328062454607,0.032825985114913886,-3.2825985114913885
喇9-2731,2011-11-01,77.52166657642536,75.93408,1.5875845451753605,0.02047923651912498,-2.047923651912498
喇9-2731,2011-12-01,75.5577898099518,75.91341,0.355616562118513,0.004706550615270569,0.47065506152705694
喇9-2731,2012-01-01,81.25802533975852,76.62641,4.631613901770237,0.05699884882021674,-5.699884882021674
喇10-19,1980-11-01,78.12081542043424,77.59918,0.5216332915279907,0.006677263783290539,-0.6677263783290539
喇10-19,1980-12-01,78.85310845200065,76.55812,2.294987724461592,0.029104594219752204,-2.9104594219752205
喇10-19,1981-01-01,75.10010666522281,75.6956,0.5954957517693771,0.007929359600299182,0.7929359600299182
喇10-19,1981-02-01,78.07920786182251,76.73387,1.345336401861573,0.017230405362749418,-1.723040536274942
喇10-19,1981-03-01,75.01689154799935,75.513954,0.49706261459830614,0.0066260092139416625,0.6626009213941663
喇10-19,1981-04-01,75.44128864583898,76.89514,1.4538529557235194,0.01927131656709456,1.9271316567094559
喇10-19,1981-05-01,75.9405793491797,77.170135,1.2295561488671751,0.016191029346952917,1.6191029346952917
喇10-19,1981-06-01,75.4246456223943,77.39144,1.9667957228205495,0.02607630047964838,2.607630047964838
喇10-19,1981-07-01,78.60346310033029,77.11349,1.489975856677944,0.018955600655611356,-1.8955600655611355
喇10-19,1981-08-01,74.53424386810332,76.366425,1.8321806924435577,0.024581730455142288,2.4581730455142288
喇10-19,1981-09-01,81.0000584763658,77.47705,3.523007695115794,0.043493890762359606,-4.349389076235961
喇10-19,1981-10-01,75.59107585684119,75.00761,0.5834693504935302,0.007718759706483589,-0.7718759706483589
喇10-19,1981-11-01,76.94748226758352,76.81172,0.13576046582571166,0.001764326288852532,-0.1764326288852532
喇10-19,1981-12-01,77.2886642481997,76.46384,0.8248275782778194,0.010672038212861628,-1.0672038212861628
喇10-19,1982-01-01,74.14313281715306,75.82268,1.679544795151628,0.022652735746864265,2.2652735746864265
喇10-19,1982-02-01,75.008570036277,78.10476,3.096189180031587,0.04127780570319034,4.127780570319034
喇10-19,1982-03-01,79.30247008500733,77.55612,1.7463482588354537,0.022021360204335084,-2.2021360204335085
喇10-19,1982-04-01,77.0723049434187,76.24003,0.8322765620710442,0.010798646318960431,-1.0798646318960432
喇10-19,1982-05-01,78.2622811197141,75.71716,2.5451180337766033,0.032520366099263794,-3.2520366099263796
喇10-19,1984-07-01,63.23363094915805,76.923355,13.689724153381015,0.21649435510650986,21.649435510650985
喇10-19,1984-08-01,79.14436136228275,82.21589,3.07152761476803,0.03880917808797691,3.880917808797691
喇10-19,1984-09-01,81.08327359358925,78.02394,3.059332553550192,0.03773074788376667,-3.7730747883766673
喇10-19,1984-10-01,84.761381774866,74.84932,9.912062316858183,0.1169407825746108,-11.69407825746108
喇10-19,1984-11-01,73.86020141859332,73.893265,0.0330633519144925,0.00044764773557968177,0.04476477355796818
喇10-19,1984-12-01,76.20686772429477,76.66813,0.46126124299038906,0.006052751632033538,0.6052751632033537
喇10-19,1985-01-01,77.20544913097623,77.79183,0.5863828392386097,0.0075950965357876815,0.7595096535787682
喇10-19,1985-02-01,81.52431371487357,76.07658,5.447737481963415,0.06682346938873417,-6.682346938873416
喇10-19,1985-03-01,73.86020141859332,74.01047,0.150266110703555,0.0020344665708659647,0.20344665708659648
喇10-19,1985-04-01,79.09443229194868,76.038895,3.0555376386283655,0.03863151362348675,-3.863151362348675
喇10-19,1985-05-01,73.62719909036764,75.79346,2.1662579408823603,0.029421979481028003,2.9421979481028004
喇10-19,1985-06-01,63.549848394607174,78.21528,14.665430230881107,0.23077049908628283,23.077049908628283
喇10-19,1985-07-01,90.32015160539282,82.85207,7.468077935959229,0.08268451506356114,-8.268451506356115
喇10-19,1985-08-01,76.48979912285452,74.65316,1.8366390276396771,0.024011555118477287,-2.401155511847729
喇10-19,1985-09-01,77.62984622881585,74.14994,3.479905738093194,0.04482690494885289,-4.482690494885289
喇10-19,1985-10-01,75.58275434511884,75.25919,0.323560924708687,0.004280882954215636,-0.42808829542156357
喇10-19,1985-11-01,75.53282527478477,76.804825,1.2719995543167926,0.01684035450400961,1.684035450400961
喇10-19,1985-12-01,74.69235259082788,76.591324,1.898971261711182,0.025423904802060995,2.5423904802060995
喇10-19,1986-01-01,74.80053224321837,76.95123,2.1507006669378796,0.02875247812334742,2.875247812334742
喇10-19,1986-02-01,76.65622935730143,77.67996,1.0237328009016977,0.013354854647624124,1.3354854647624124
喇10-19,1986-03-01,75.39135957550491,76.79634,1.4049813668779052,0.018635840695654358,1.8635840695654358
喇10-19,1986-04-01,79.82672532351509,77.94292,1.8838084533979043,0.023598718922307818,-2.3598718922307818
喇10-19,1986-05-01,77.54663111159239,75.63939,1.9072420735064526,0.024594776667497813,-2.4594776667497813
喇10-19,1986-06-01,75.12507120038984,76.38569,1.2606175813484413,0.016780251402169714,1.6780251402169715
喇10-19,1986-07-01,79.36072066706373,76.782,2.5787229863996686,0.03249369416915955,-3.2493694169159553
喇10-19,1986-08-01,75.2082863176133,75.61401,0.4057273542616997,0.005394716116097448,0.5394716116097449
喇10-19,1986-09-01,75.79911364989984,76.63677,0.8376585058618815,0.011051032994011644,1.1051032994011645
喇10-19,1986-10-01,76.79769505658129,76.94368,0.14598475298902258,0.001900900188234389,0.1900900188234389
喇10-19,1986-11-01,76.42322702907575,76.85114,0.4279158542250343,0.005599290567280426,0.5599290567280426
喇10-19,1986-12-01,77.31362878336672,76.555466,0.7581630851245365,0.009806331652714351,-0.9806331652714351
喇10-19,1987-01-01,74.4427072391575,76.34076,1.8980520381862505,0.025496816391812505,2.5496816391812507
喇10-19,1987-02-01,76.74776598624723,76.868225,0.12045911140901921,0.0015695455087331768,0.15695455087331767
喇10-19,1987-03-01,75.54114678650711,76.332466,0.7913193389811681,0.010475341885099774,1.0475341885099774
喇10-19,1987-04-01,78.37878228382696,76.98099,1.3977947349988398,0.017833840923135485,-1.7833840923135484
喇4-1766,2001-09-01,79.63533055390113,76.93515,2.7001804074167524,0.0339068148350202,-3.39068148350202
喇4-1766,2001-10-01,77.38852238886783,75.83187,1.5566513561529831,0.02011475743561818,-2.0114757435618182
喇4-1766,2001-11-01,78.33717472521522,75.51537,2.8218014952347517,0.03602123136471079,-3.602123136471079
喇4-1766,2001-12-01,75.59107585684119,76.02089,0.42981342538537604,0.005686033973102618,0.5686033973102618
喇4-1766,2002-01-01,78.16242297904599,76.59437,1.5680549980889538,0.02006149423629463,-2.006149423629463
喇4-1766,2002-02-01,78.65339217066435,76.61475,2.0386384475198156,0.02591926922994396,-2.591926922994396
喇4-1766,2002-03-01,79.45225729600953,76.115456,3.3368016685681283,0.041997569133076326,-4.199756913307633
喇4-1766,2002-04-01,78.85310845200065,75.608246,3.2448626023912794,0.04115072526743175,-4.115072526743175
喇10-18,1982-10-01,74.60913747360442,75.781525,1.1723871845987048,0.01571372119150255,1.571372119150255
喇10-18,1982-11-01,71.04753045644053,77.037834,5.990303711039942,0.08431403136119724,8.431403136119723
喇10-18,1982-12-01,77.12223401375277,77.75907,0.6368373363448825,0.008257506340276902,0.8257506340276901
喇10-18,1983-01-01,65.97140830580973,77.28993,11.318523945166831,0.17156711120520482,17.15671112052048
喇10-18,1983-02-01,97.65972494450159,81.175064,16.484660857587528,0.16879692080799416,-16.879692080799416
喇10-18,1983-03-01,77.36355785370081,73.55926,3.8043003463765928,0.049174319950108236,-4.917431995010824
喇10-18,1983-04-01,77.00573284963993,73.61354,3.392192200225864,0.04405116443537263,-4.405116443537263
喇10-18,1983-05-01,70.36516649520819,74.83951,4.474341561432439,0.06358745078414813,6.358745078414812
喇10-18,1983-06-01,79.30247008500733,79.13403,0.16843688188232875,0.0021239802707503923,-0.21239802707503924
喇10-18,1983-07-01,78.39542530727164,76.98434,1.4110884542442932,0.017999627512874868,-1.7999627512874867
喇10-18,1983-08-01,77.13055552547512,75.80302,1.3275388628774607,0.017211581763325868,-1.7211581763325867
喇10-18,1983-09-01,78.8780729871677,77.186264,1.6918089490817607,0.021448406192136477,-2.1448406192136478
喇10-18,1983-10-01,77.01405436136227,76.398415,0.6156397495458634,0.007993862349554837,-0.7993862349554838
喇10-18,1983-11-01,75.24157236450267,76.13724,0.895665184325452,0.011903860541170817,1.1903860541170816
喇10-18,1983-12-01,76.85594563863772,76.20883,0.6471138515283457,0.008419828110253876,-0.8419828110253876
喇10-18,1984-01-01,68.97547403757648,76.83234,7.856862388204775,0.1139080593186574,11.39080593186574
喇10-18,1984-02-01,81.89046023065679,80.48716,1.403300501652879,0.017136312309153866,-1.7136312309153867
喇10-18,1984-03-01,75.96554388434674,75.7004,0.2651425781943999,0.0034903005314891778,-0.3490300531489178
喇10-18,1984-04-01,73.419161297309,74.81444,1.3952765689019344,0.019004256439974818,1.9004256439974818
喇10-18,1984-05-01,75.25821538794737,76.749245,1.4910293019940326,0.019812179897011235,1.9812179897011235
喇10-18,1984-06-01,72.70351128918729,76.255,3.551485964230679,0.04884889190707998,4.884889190707998
喇10-18,1984-07-01,76.27343981807353,78.78654,2.5130973523366293,0.032948525179024815,3.2948525179024815
喇10-18,1984-08-01,84.86956142725649,78.2302,6.639359706065079,0.07823016396468381,-7.823016396468381
喇10-18,1984-09-01,81.64913639070876,76.6686,4.980534400962668,0.060999229399435834,-6.099922939943584
喇10-18,1984-10-01,70.41509556554226,73.118996,2.703900100961647,0.03839943806431195,3.8399438064311955
喇10-18,1984-11-01,79.33575613189669,77.47547,1.860284635314656,0.02344824989405672,-2.3448249894056716
喇10-18,1984-12-01,79.46890031945422,77.64421,1.8246895040245334,0.022961051388524677,-2.2961051388524676
喇10-18,1985-01-01,76.74776598624723,74.97403,1.7737364452316058,0.023111245290832954,-2.3111245290832954
喇10-18,1985-02-01,72.09604093345607,75.33616,3.2401178189853397,0.04494168857310676,4.494168857310676
喇10-18,1985-03-01,75.84904272023391,78.468895,2.619852238262183,0.03454034677702395,3.454034677702395
喇10-18,1985-04-01,76.68119389246846,78.55618,1.8749889688596681,0.024451744602320642,2.445174460232064
喇10-18,1985-05-01,76.01547295468083,76.95882,0.9433435736394813,0.012409888894618694,1.2409888894618695
喇10-18,1985-06-01,79.11107531539336,76.651634,2.4594410990847706,0.031088454925933925,-3.1088454925933924
喇10-18,1985-07-01,71.57178569494829,75.11222,3.540435069211867,0.04946690982815257,4.946690982815257
喇10-18,1985-08-01,78.9363235692241,77.78155,1.1547760228373818,0.01462920960367109,-1.462920960367109
喇10-18,1985-09-01,76.55637121663328,76.82679,0.27041863932375065,0.003532281311486682,0.3532281311486682
喇10-18,1985-10-01,79.85168985868212,76.64993,3.2017569973539963,0.040096296058609655,-4.009629605860965
喇10-18,1985-11-01,76.381619470464,77.00526,0.6236371823680287,0.00816475464505152,0.8164754645051521
喇10-18,1985-12-01,76.53140668146625,76.24584,0.2855647014857823,0.003731340032391408,-0.37313400323914075
喇10-18,1986-01-01,48.60441334127456,75.85323,27.248819996127786,0.5606243985458881,56.06243985458881
喇10-18,1986-02-01,94.03154583355892,87.7915,6.240049556703454,0.06636123549163692,-6.636123549163692
喇10-18,1986-03-01,81.61585034381937,77.602715,4.013135805245156,0.04917103464999999,-4.9171034649999985
喇10-18,1986-04-01,81.77395906654394,73.641495,8.132464315567375,0.09945053912516998,-9.945053912516997
喇10-18,1986-05-01,78.32053170177053,72.721664,5.5988672730595965,0.07148658405919667,-7.148658405919667
喇10-18,1986-06-01,73.86020141859332,73.21292,0.647280276015195,0.008763586662143205,-0.8763586662143206
喇10-18,1986-07-01,73.28601710975147,76.51748,3.2314618331196243,0.044093838914458415,4.409383891445842
喇10-18,1986-08-01,77.54663111159242,78.67763,1.130996451884144,0.014584727094805692,1.4584727094805692
喇10-18,1986-09-01,82.43135849260923,77.37469,5.056671297785016,0.061344024777153165,-6.134402477715317
喇10-18,1986-10-01,72.7950479181331,74.302986,1.5079382268864379,0.02071484627061855,2.071484627061855
喇10-18,1986-11-01,74.17641886404245,76.48407,2.3076509601763036,0.031110304265375557,3.1110304265375555
喇10-18,1986-12-01,77.10559099030807,78.11814,1.012550184008333,0.013131994334050398,1.3131994334050399
喇10-18,1987-01-01,79.63533055390113,77.68862,1.9467090329050336,0.024445293557077717,-2.444529355707772
喇10-18,1987-02-01,77.33027180681141,75.96956,1.3607130909910978,0.017596124508529702,-1.7596124508529702
喇10-18,1987-03-01,75.89897179056798,75.218475,0.6804964487711089,0.008965819071289115,-0.8965819071289115
喇10-18,1987-04-01,75.13339271211218,76.158005,1.0246120486300043,0.013637239204091307,1.3637239204091307
喇10-18,1987-05-01,77.29698575992204,74.959816,2.3371697809181313,0.030236234413812523,-3.023623441381252
喇10-18,1987-06-01,75.99050841951377,75.93099,0.05951629304892947,0.000783206933165434,-0.0783206933165434
喇10-18,1987-07-01,75.85736423195627,77.65561,1.798244898903107,0.02370560745301462,2.370560745301462
喇10-18,1987-08-01,76.43987005252043,78.75476,2.3148906896670667,0.030283812466930512,3.0283812466930513
喇10-18,1987-09-01,78.2622811197141,77.412025,0.850255668053947,0.010864182028547715,-1.0864182028547715
喇10-18,1987-10-01,74.61745898532678,75.51551,0.8980515737552537,0.012035408146662457,1.2035408146662459
喇10-18,1987-11-01,76.57301424007797,77.36418,0.7911672784767205,0.010332194524773287,1.0332194524773286
喇10-18,1987-12-01,75.42464562239428,76.50979,1.0851428907893137,0.014387112883790926,1.4387112883790927
喇10-18,1988-01-01,72.0128258162326,77.26444,5.25161662761505,0.07292612903452081,7.292612903452081
喇10-18,1988-02-01,75.21660782933564,76.95292,1.7363111770120128,0.02308414626928741,2.3084146269287413
喇10-18,1988-03-01,77.12223401375277,76.84747,0.27476086922152376,0.0035626674037026367,-0.3562667403702637
喇10-18,1988-04-01,80.20119335102062,77.23003,2.971167105903433,0.037046420156111336,-3.7046420156111335
喇10-18,1988-05-01,78.02927879148844,77.20999,0.8192873364103122,0.010499742521004583,-1.0499742521004582
喇10-18,1988-06-01,75.30814445828145,75.641594,0.33344947482402176,0.004427800966583942,0.44278009665839424
喇10-18,1988-07-01,75.30814445828145,75.99267,0.6845236935740218,0.009089636964209473,0.9089636964209472
喇10-18,1988-08-01,74.02663165304024,77.02919,3.002558410436322,0.040560516443719725,4.056051644371973
喇10-18,1988-09-01,80.3426590503005,79.32,1.0226593554762786,0.012728721796922573,-1.2728721796922573
喇10-18,1988-10-01,76.1735816774054,75.81041,0.36317213150695693,0.004767691416231266,-0.47676914162312656
喇10-18,1988-11-01,75.78247062645515,77.02292,1.2404480747167241,0.016368535684605827,1.6368535684605827
喇10-18,1988-12-01,76.29840435324056,77.8274,1.5289958542789748,0.020039683231121663,2.0039683231121663
喇10-18,1989-01-01,76.4149055173534,76.12926,0.28564831520496625,0.003738122991463977,-0.3738122991463977
喇10-18,1989-02-01,76.80601656830365,75.97774,0.8282791415458348,0.010784039825958758,-1.0784039825958758
喇10-18,1989-03-01,77.1638415723645,75.06802,2.095817890723879,0.027160621451932432,-2.716062145193243
喇10-18,1989-04-01,75.68261248578699,76.85563,1.1730164814981663,0.015499154204256042,1.5499154204256043
喇10-18,1989-05-01,77.75466890465103,76.97373,0.7809369100221204,0.010043601510023372,-1.0043601510023372
喇10-18,1989-06-01,76.22351074773947,76.57776,0.3542480413230322,0.004647490490111518,0.46474904901115177
喇10-18,1989-07-01,75.12507120038984,75.50359,0.37852224443437876,0.005038560874367791,0.5038560874367791
喇10-18,1989-08-01,76.48979912285452,77.941574,1.4517749738251666,0.018979981520063742,1.8979981520063742
喇10-18,1989-09-01,76.18190318912772,77.279724,1.0978209319660266,0.014410521213162625,1.4410521213162626
喇10-18,1989-10-01,76.4149055173534,76.6808,0.26589587424815875,0.003479633619225967,0.3479633619225967
喇10-18,1989-11-01,75.9572223726244,76.078285,0.12106284466075579,0.0015938292749418364,0.15938292749418365
喇10-18,1989-12-01,75.66596946234229,76.273674,0.6077045488881794,0.008031411653168919,0.8031411653168918
喇10-18,1990-01-01,74.97528398938762,77.69147,2.71618329576863,0.036227716005091656,3.6227716005091657
喇10-18,1990-02-01,78.79485786994424,77.261925,1.5329331262918942,0.019454735597367212,-1.9454735597367212
喇10-18,1990-03-01,74.6590665439385,75.070724,0.411657943366194,0.005513837266153392,0.5513837266153392
喇10-18,1990-04-01,76.97244680275055,76.4892,0.48325002540680373,0.006278220915143562,-0.6278220915143562
喇10-18,1990-05-01,77.61320320537116,76.59084,1.0223600046875703,0.013172501101163398,-1.3172501101163399
喇10-18,1990-06-01,76.4149055173534,76.41239,0.002513854755747502,3.289743982182402e-05,-0.003289743982182402
喇10-18,1990-07-01,76.62294331041204,76.833885,0.21094188245905343,0.0027529858988122324,0.27529858988122324
喇10-18,1990-08-01,74.7506031728843,76.40362,1.6530146860024217,0.022113730402673875,2.2113730402673877
喇10-18,1990-09-01,76.67287238074611,77.22327,0.5503942208163863,0.007178473999033325,0.7178473999033325
喇10-18,1990-10-01,76.88923168552711,75.67299,1.2162427939255451,0.015818116103694647,-1.5818116103694646
喇10-18,1990-11-01,76.93083924413882,77.59389,0.6630480849627389,0.008618755384411784,0.8618755384411784
喇10-18,1990-12-01,75.24157236450267,76.835526,1.5939531481926394,0.021184474195606148,2.118447419560615
喇10-18,1991-01-01,77.48838052953599,77.54332,0.05493917261244974,0.0007089988490791695,0.07089988490791695
喇10-18,1991-02-01,76.75608749796957,76.19866,0.5574256937703552,0.007262299472795572,-0.7262299472795571
喇10-18,1991-03-01,75.59939736856353,75.40241,0.1969849540127484,0.0026056418552174937,-0.26056418552174937
喇10-18,1991-04-01,2.0455552547512053,75.63956,73.59400163001442,35.97751830906442,3597.751830906442
喇10-18,1991-05-01,150.35153717039364,100.55898,49.79255432127255,0.3311742284672658,-33.117422846726576
喇10-18,1991-06-01,76.83098110347068,78.762825,1.9318439087363544,0.025144074447450825,2.5144074447450824
喇10-18,1991-07-01,77.3802008771455,72.13178,5.248418345407217,0.06782637271438455,-6.782637271438455
喇9-2612,1996-06-01,73.9101304889274,75.763336,1.8532056927132317,0.025073771084612867,2.5073771084612866
喇9-2612,1996-07-01,76.88091017380475,76.613045,0.267865435035219,0.0034841605598796284,-0.3484160559879628
喇9-2612,1996-08-01,81.99863988304728,76.51466,5.483976186758213,0.06687886768097469,-6.687886768097469
喇9-2612,1996-09-01,74.50095782121393,74.84217,0.34121289411810096,0.004579979963974927,0.4579979963974927
喇9-2612,1996-10-01,75.69093399750935,76.55045,0.8595191885258089,0.011355642520596877,1.1355642520596878
喇9-2612,1996-11-01,74.45102875087986,76.403114,1.9520855679677993,0.026219725915402205,2.6219725915402203
喇9-2612,1996-12-01,77.77963343981807,77.16302,0.6166161668688517,0.007927733001544137,-0.7927733001544137
喇9-2612,1997-01-01,74.80885375494071,76.3721,1.5632470751374115,0.02089655163355805,2.089655163355805
喇9-2612,1997-02-01,78.88639449889004,76.918526,1.9678688030892602,0.024945604569580736,-2.4945604569580735
喇9-2612,1997-03-01,75.71589853267639,76.427505,0.7116069604876714,0.009398382298541516,0.9398382298541517
喇9-2612,1997-04-01,78.3538177486599,76.99563,1.358189391726313,0.01733405506905938,-1.733405506905938
喇9-2612,1997-05-01,78.08752937354487,75.94904,2.1384860996190866,0.0273857569419219,-2.73857569419219
喇9-2612,1997-06-01,77.0723049434187,75.8453,1.2270061763288567,0.015920195681569948,-1.5920195681569949
喇9-2612,1997-07-01,76.95580377930587,75.99267,0.9631356274503986,0.012515438474432447,-1.2515438474432448
喇9-2612,1997-08-01,74.78388921977367,76.46458,1.6806875014177365,0.022473924784502174,2.2473924784502173
喇9-2612,1997-09-01,74.80053224321837,77.07103,2.270497419867567,0.030354027595484348,3.0354027595484347
喇9-2612,1997-10-01,77.12223401375277,76.74348,0.3787571460769925,0.004911127782027825,-0.4911127782027825
喇9-2612,1997-11-01,74.80053224321837,76.71392,1.9133883500433484,0.025579876140745264,2.5579876140745266
喇9-2612,1997-12-01,79.53547241323298,77.4764,2.059070130518137,0.02588870183381915,-2.588870183381915
喇9-2612,1998-01-01,77.70473983431697,76.59802,1.1067173733794675,0.014242598015760999,-1.4242598015760999
喇9-2612,1998-02-01,79.86833288212681,76.07775,3.790581722458839,0.04746038367988907,-4.746038367988907
